date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-07-13,26.1,24.5,30.3,7.6,,302,1.5,,1003.7,
2022-07-14,28.3,25,34.5,32.8,,272,2.2,,1003.4,
2022-07-15,29.9,25.4,34.1,15,,,1.4,,1004.6,
2022-07-16,29.5,26.7,34.5,2.7,,,1.7,,1005.5,
2022-07-17,29.2,25.7,33.5,14,,,2.2,,1007.1,
2022-07-18,31.3,27.4,35.6,0,,270,2,,1006.2,
2022-07-19,30.3,27,35.6,0.5,,299,3.2,,1004.8,
2022-07-20,28.5,24,35,116.3,,,2.5,,1004.8,
2022-07-21,27.1,23.8,28.9,19.3,,186,1.5,,1006.3,
2022-07-22,28.8,26,33.6,16,,173,2.9,,1008.2,
2022-07-23,28.8,25.5,33.6,1.3,,176,2.5,,1008.4,
2022-07-24,28.1,25.2,34.2,11.9,,,1.7,,1007.5,
2022-07-25,30.3,25,36.4,1,,240,1.8,,1007.5,
2022-07-26,30.1,27.8,34.2,10.9,,,1.5,,1007.5,
2022-07-27,30.2,27.7,35.6,1,,,2,,1006.9,
2022-07-28,29.3,26.2,33.2,57.2,,202,2,,1006.9,
2022-07-29,30.6,27.6,35.9,5.8,,190,1.7,,1006.2,
2022-07-30,30.6,28,35.6,0.5,,320,1.4,,1005.6,
2022-07-31,30,26.5,34.4,15,,,0.8,,1004.8,
2022-08-01,26.6,25.9,31.8,67.3,,109,2.2,,1005.3,
2022-08-02,27.3,24.5,30.6,4.3,,141,2.5,,1005.8,
2022-08-03,28.7,26.1,33.7,2,,,2.2,,1007.3,
2022-08-04,28.9,26.4,33.7,2.3,,,1,,1007.6,
2022-08-05,27.5,25.7,33.5,20.3,,,2.2,,1007.1,
2022-08-06,29.6,25.9,33.6,4.1,,,2.3,,1005.4,
2022-08-07,29.3,27.8,32,21,,243,3.2,,1005.4,
2022-08-08,26.9,25.1,30.4,15,,268,1.1,,1006.5,
2022-08-09,28.3,24.4,32.7,12.4,,,1.2,,1006.1,
2022-08-10,29.9,26.9,34.1,0,,267,2.1,,1004.8,
2022-08-11,27.7,26.7,33.4,19.3,,279,1.7,,1005.1,
2022-08-12,28.2,25.5,32.6,3,,252,2.1,,1006.5,
2022-08-13,29.7,26,35,2,,,2.8,,1007.8,
2022-08-14,29.9,26,34.6,0,,,2.2,,1008.1,
2022-08-15,28.6,25.5,35,89.9,,,2,,1007.2,
2022-08-16,28.1,25,32.6,5.6,,,1.2,,1005.9,
2022-08-17,28.6,25.9,33.6,0.3,,,2.7,,1006,
2022-08-18,28.9,26.4,35.6,5.8,,228,2.2,,1006.5,
2022-08-19,28.7,26.2,33.8,7.9,,288,2.5,,1006.4,
2022-08-20,28.3,26.2,33.3,4.3,,306,2.9,,1005.5,
2022-08-21,28.1,26,33.4,5.6,,288,2.3,,1004.4,
2022-08-22,29.2,25.4,32.9,1.8,,,2.5,,1005.6,
2022-08-23,30.6,25.9,35.2,0,,214,1.5,,1006.9,
2022-08-24,31.1,26.2,36.7,0.5,,274,1.5,,1005.8,
2022-08-25,28.1,27.1,31.2,2.5,,299,2.7,,1004.6,
2022-08-26,27.7,25,32.6,24.9,,188,2.7,,1006,
2022-08-27,29.1,24.6,33.6,1.3,,127,2.1,,1007.9,
2022-08-28,29.5,26.5,32.7,1.3,,86,0.7,,1007.4,
2022-08-29,27.5,25,31.5,18.3,,,0.9,,1007.8,
2022-08-30,29.2,24.5,33.6,3.5,,28,0.7,,1008.5,
2022-08-31,27.3,25.1,34.2,5.8,,,1.7,,1007.7,
2022-09-01,28.2,25,34.2,15.5,,320,0.8,,1007.5,
2022-09-02,28.9,25.9,34.1,15.7,,342,1.2,,1007.4,
2022-09-03,29.9,27.2,34.5,1.7,,,2.4,,1006.5,
2022-09-04,28,24.5,33.4,68.3,,218,2.1,,1007.2,
2022-09-05,27.8,24.5,31.6,0.3,,,0.7,,1007.7,
2022-09-06,28.4,25.5,34,80,,,1.3,,1007.3,
2022-09-07,27.4,25,32.1,45.2,,,1.9,,1008,
2022-09-08,25.8,24.7,29.9,24.4,,,1.9,,1008.8,
2022-09-09,28.8,24.9,33.7,0.3,,,0.9,,1009.2,
2022-09-10,27.1,24.7,33.6,71.4,,,0.7,,1009.4,
2022-09-11,28.3,24.5,32.8,16,,326,1,,1008.8,
2022-09-12,27.5,25,32.7,8.6,,308,1.1,,1008.3,
2022-09-13,26.9,25.5,34,84.1,,313,0.7,,1008.8,
2022-09-14,28.1,25,33.5,16.5,,,2.8,,1009.4,
2022-09-15,29,25.1,33.4,15.7,,,2.8,,1008.5,
2022-09-16,29.3,26.4,34.2,0.8,,298,2.2,,1006.4,
2022-09-17,28.7,26.1,32.9,8.4,,252,1.6,,1006.5,
2022-09-18,28.3,25,32,17.3,,,1.6,,1007.7,
2022-09-19,28.6,24.8,33.1,0.8,,,3.1,,1008.6,
2022-09-20,28.6,26.6,32.1,3.6,,319,4.7,,1007.7,
2022-09-21,28.5,26,34,8.6,,342,3.7,,1006.5,
2022-09-22,27.2,24,32.1,87.4,,345,1.4,,1006.7,
2022-09-23,27.5,24.8,31.1,33.5,,,0.7,,1007,
2022-09-24,27.2,24.7,31,26.4,,304,0.9,,1006.7,
2022-09-25,27,25,29.2,6.4,,210,0.6,,1006.9,
2022-09-26,25.4,24.6,26.6,13.7,,,0.5,,1007.8,
2022-09-27,26.8,24.9,29.6,4.3,,274,1.5,,1006.7,
2022-09-28,27.2,25.1,30.7,9.4,,287,5,,1003.9,
2022-09-29,26.1,23.7,27,20.1,,335,1.2,,1003.2,
2022-09-30,28.3,25,32.1,0.5,,209,3.1,,1004.7,
2022-10-01,28.9,26.8,35.3,5.6,,148,2.8,,1006.6,
2022-10-02,28.6,25.4,33.6,2.3,,141,1.5,,1007.2,
2022-10-03,26.6,25.1,32.6,82.8,,,0.9,,1007.8,
2022-10-04,27.4,24.6,32.9,3.6,,101,1.6,,1009.3,
2022-10-05,28,26,32,8.4,,,0.9,,1009.6,
2022-10-06,26.8,25.2,33.5,22.1,,,1.5,,1010,
2022-10-07,27,24.7,32.9,39.6,,,2.1,,1010.2,
2022-10-08,27.7,25.1,33.5,14,,,1.1,,1010.4,
2022-10-09,28.1,24.5,32.6,71.8,,,1.8,,1010.9,
2022-10-10,27.4,24.6,32,43.4,,75,1.5,,1011.6,
2022-10-11,27.3,24.2,32,27.4,,68,1.5,,1011.8,
2022-10-12,28,25.4,35.2,15,,,1.3,,1010.9,
2022-10-13,28.9,24.6,33.5,13,,63,1.1,,1009.6,
2022-10-14,28.7,25.3,33.5,0,,,1.6,,1008.4,
2022-10-15,26.7,23.4,29.8,0,,73,2,,1008.3,
2022-10-16,24.5,22.7,27.5,0.1,,26,2.8,,1010.6,
2022-10-17,27.9,23.5,32.4,0,,25,1.3,,1010.7,
2022-10-18,28.2,24.6,33,0,,35,1.2,,1009.3,
2022-10-19,28.8,24.7,33.6,0,,44,2.8,,1009.2,
2022-10-20,28.4,25,32.1,0,,64,2.3,,1010.1,
2022-10-21,27.9,26.1,30.6,16.1,,82,2.6,,1011.3,
2022-10-22,28.6,26.1,33.2,10.9,,72,2.1,,1011.7,
2022-10-23,29.1,25.4,34.6,4.3,,26,1.5,,1011.5,
2022-10-24,29.4,26.5,34,0,,,1.7,,1010.4,
2022-10-25,30.2,26.8,34.9,0,,,1.2,,1010.2,
2022-10-26,29.7,27.3,33.5,1.2,,,1.8,,1009.7,
2022-10-27,28.5,25.5,31,7.9,,76,1.6,,1009.5,
2022-10-28,29.2,26.4,32.8,0,,61,1.7,,1008.8,
2022-10-29,29.1,25.4,33.6,0,,65,3.1,,1008.9,
2022-10-30,29.9,25,34.9,0,,31,2.7,,1008.9,
2022-10-31,29.3,26.6,35.7,0,,81,4.1,,1009.4,
2022-11-01,28.4,26,33.3,0,,53,2.8,,1010.3,
2022-11-02,28.5,24.8,33.2,0,,58,1.4,,1010,
2022-11-03,28.2,23.7,33.1,0,,121,1.9,,1010.3,
2022-11-04,28.4,23.9,34,0,,59,1.7,,1011.9,
2022-11-05,28,23.7,31.6,0,,45,0.8,,1013.2,
2022-11-06,28.9,25.5,32.3,2.1,,47,0.6,,1012.9,
2022-11-07,28.9,26.2,33,0.4,,51,1.4,,1012,
2022-11-08,29.5,26,34,0,,43,1.8,,1011.6,
2022-11-09,28.7,24.6,34.5,0,,32,1.1,,1011.5,
2022-11-10,29.6,24.7,34.7,0,,,1.4,,1011.2,
2022-11-11,30,26.2,35.6,0,,,1.1,,1010.6,
2022-11-12,30.9,27.1,35.6,0,,,2.6,,1009.5,
2022-11-13,30.3,27.1,34.4,1.9,,42,1.7,,1009.1,
2022-11-14,28.2,25.7,32.5,22,,,1.9,,1010,
2022-11-15,28.4,25.4,34.6,17.3,,,1.8,,1009.7,
2022-11-16,27.6,25,34.7,0,,,1.1,,1008.8,
2022-11-17,29,25.5,35.4,2.3,,,1.3,,1008.7,
2022-11-18,28.4,26.5,31.5,14,,,1.3,,1009.3,
2022-11-19,29.3,25.9,33.9,0.3,,,1.1,,1008.6,
2022-11-20,28.8,26.5,31.6,6.9,,,2.1,,1007.6,
2022-11-21,29.6,26.4,33.4,0,,28,2.3,,1006.7,
2022-11-22,30.4,27.4,35.3,0,,26,1.3,,1006.5,
2022-11-23,28.8,26,33.6,33,,,1.4,,1006.9,
2022-11-24,26.9,26,30.4,25.1,,64,1.8,,1007.9,
2022-11-25,27.7,25.6,32.5,13.2,,78,1.6,,1009.7,
2022-11-26,27,25.1,30.4,1,,96,1.2,,1009.9,
2022-11-27,28.4,25.4,32.5,0,,167,1.9,,1008.7,
2022-11-28,28.3,26.4,32.1,8.1,,150,1.4,,1009,
2022-11-29,29.1,26.4,34.6,8.9,,143,1,,1009.6,
2022-11-30,28.9,26.6,34.4,0,,,1.2,,1009.7,
2022-12-01,29.1,26,33.6,1.2,,57,1.1,,1009.6,
2022-12-02,29,25.9,33.1,18,,30,1.4,,1009,
2022-12-03,28.3,25.5,33.2,0,,37,1.6,,1009.2,
2022-12-04,29.1,26,33.1,0.1,,66,1.7,,1009.6,
2022-12-05,29.6,27,33.5,0.7,,69,1.7,,1010.2,
2022-12-06,28.8,25,33.5,0.3,,52,2.8,,1010,
2022-12-07,28.9,26.4,33.8,0,,60,1.6,,1009.9,
2022-12-08,28.9,25.5,34.2,0.1,,66,1.2,,1009.9,
2022-12-09,29.2,26.5,33.8,0.3,,,1.4,,1009.6,
2022-12-10,29.3,26,34,0,,63,1.7,,1009.3,
2022-12-11,29.3,26,34.7,0,,48,2.6,,1010,
2022-12-12,28.2,25,33.4,0,,49,2,,1010.6,
2022-12-13,26.3,23.5,31.2,0,,53,2.4,,1011.9,
2022-12-14,25.2,21.5,30.4,0,,67,1.8,,1012.7,
2022-12-15,25.7,20.9,31.2,0,,60,1.9,,1011.1,
2022-12-16,27.7,21.9,32.7,0,,104,1.4,,1009.6,
2022-12-17,27.3,24,33,0,,50,1.8,,1010.3,
2022-12-18,23.9,21,29.5,0,,56,6,,1013.1,
2022-12-19,23.4,19.3,28.2,0,,35,3.1,,1012.6,
2022-12-20,25.3,20,31.5,0,,35,2,,1010.7,
2022-12-21,26.7,22,32.9,0,,30,2,,1010,
2022-12-22,26.9,22.1,32.7,0,,32,1.5,,1009.7,
2022-12-23,28.2,23.4,33.5,0,,65,2.3,,1010.2,
2022-12-24,26.5,23.3,31.4,0,,119,3.5,,1012.1,
2022-12-25,25.9,22.3,30.9,0,,132,4.1,,1014.1,
2022-12-26,26.1,21.5,32.2,0,,108,1.7,,1014.9,
2022-12-27,26.1,21.8,31.7,0,,68,1.2,,1014.7,
2022-12-28,26.5,21.6,32.4,0,,,1.1,,1014.3,
2022-12-29,27,21.9,32.4,0,,50,1.5,,1014.8,
2022-12-30,26.7,23.2,32,0,,65,3.1,,1015.7,
2022-12-31,25.9,22.3,31.2,0,,58,2.7,,1015.7,
2023-01-01,25.3,21,31.4,0,,44,1.7,,1015.2,
2023-01-02,26.5,21.5,31.6,0,,51,1.7,,1015.3,
2023-01-03,27.4,24.5,31.2,0,,54,1.9,,1014.8,
2023-01-04,27.3,24.5,32.3,0,,51,1.6,,1014.1,
2023-01-05,28,23.4,33.3,0,,48,1.7,,1013.5,
2023-01-06,27,24.2,31.5,0,,101,2.9,,1014,
2023-01-07,26.4,22.8,30.7,0,,115,2.7,,1013.9,
2023-01-08,27,24.5,30,0,,46,1,,1012.7,
2023-01-09,28.7,25.4,33.2,0,,38,1.4,,1012.7,
2023-01-10,27.9,26,31.6,1.5,,55,1.5,,1011.6,
2023-01-11,26.3,24.7,28.9,0.2,,74,2.7,,1010.6,
2023-01-12,27.6,24.4,31.7,0.3,,134,1.7,,1010,
2023-01-13,28.4,25,33,1,,188,1.5,,1010.6,
2023-01-14,28.4,25,34,0,,213,3.2,,1009.4,
2023-01-15,28.2,24.4,34.9,0,,214,2,,1008.5,
2023-01-16,28.3,24.8,33.9,0,,,2.1,,1010.3,
2023-01-17,28.5,24.6,33.9,0,,147,4,,1011.7,
2023-01-18,27.8,24.6,33,0,,123,4.1,,1013.6,
2023-01-19,27.3,23.1,32.4,0,,121,2.7,,1013.4,
2023-01-20,27.5,22.6,32.9,0,,54,1.9,,1013,
2023-01-21,27.1,23.1,34,0,,72,1.4,,1012,
2023-01-22,27.6,22,33.9,0,,25,0.8,,1010.6,
2023-01-23,28.9,23.2,35.6,0,,45,1.1,,1009.5,
2023-01-24,28.6,24.5,34.8,0,,93,3.2,,1010.4,
2023-01-25,25.1,22,30.6,0,,75,4.3,,1012.5,
2023-01-26,27.2,21.5,33.5,0,,22,1.4,,1011.4,
2023-01-27,27.8,23.1,33.7,0,,55,1.7,,1010.7,
2023-01-28,25.5,22.5,30.6,0,,74,4.2,,1011.8,
2023-01-29,24.5,21.2,30,0,,77,4.4,,1013.2,
2023-01-30,23.7,19.8,29.4,0,,54,3.1,,1014.2,
2023-01-31,26,20,33,0,,6,2.1,,1011.8,
2023-02-01,27.8,22,35,0,,347,1.2,,1009.8,
2023-02-02,29.7,23.5,36.5,0,,,1.1,,1009.3,
2023-02-03,28.9,26.7,33,1.7,,188,3.5,,1010,
2023-02-04,28.9,26.6,33.4,0,,191,3.3,,1009.5,
2023-02-05,28.9,25.9,35.1,0.6,,197,2.1,,1009.2,
2023-02-06,28.9,26.3,34,0.6,,216,2.8,,1009.3,
2023-02-07,28.8,26,32.9,0,,203,3.6,,1009.5,
2023-02-08,29.6,26,34.5,0,,185,2.7,,1009.5,
2023-02-09,29.1,26.5,34.1,0,,195,3.9,,1009.4,
2023-02-10,29.1,26.4,34.2,0.6,,194,5.7,,1009.8,
2023-02-11,29.4,26.4,34.2,0,,203,4.4,,1009.9,
2023-02-12,29,26.5,33.6,0,,203,5.3,,1010,
2023-02-13,28.9,26.5,33,0.1,,216,4.3,,1010,
2023-02-14,29.7,26.5,35.2,1.2,,205,3.9,,1009.8,
2023-02-15,25.1,24,27.8,31.5,,166,2.7,,1011,
2023-02-16,27,22.6,30.6,13.7,,110,3,,1013,
2023-02-17,27.1,24.2,31.5,0,,65,3.3,,1013,
2023-02-18,28.3,24.4,34,0,,15,3,,1012.3,
2023-02-19,29.9,24.4,35.7,0,,20,1.7,,1011.2,
2023-02-20,28.9,26.1,33.7,0,,82,1.8,,1011.2,
2023-02-21,29.3,25.5,34.4,0,,134,2.4,,1012.1,
2023-02-22,29.4,25.4,34.5,0,,114,1.6,,1012,
2023-02-23,29.3,25.5,34.6,0,,119,1.6,,1011.4,
2023-02-24,30.4,24.5,36.4,0,,148,2.7,,1010.7,
2023-02-25,28.7,24.9,33.5,0,,121,5.5,,1013.9,
2023-02-26,26.5,22.6,32.3,0,,81,3.4,,1017.2,
2023-02-27,26.4,21.8,32.3,0,,79,3.3,,1016.9,
2023-02-28,28.2,22.5,34.4,0,,36,1,,1015.3,
2023-03-01,30.3,24.5,36.7,0,,31,0.8,,1014.1,
2023-03-02,31.4,26.4,37.1,0,,74,2.1,,1013.7,
2023-03-03,29.8,26.7,35.6,0,,88,3.2,,1014.9,
2023-03-04,28.8,25.1,34.6,0,,95,3,,1015.8,
2023-03-05,28.8,24.6,34.9,0,,113,3.5,,1015.3,
2023-03-06,29.2,24.6,35.1,0,,120,2.5,,1014,
2023-03-07,29.9,24.9,36.2,0,,189,1.9,,1013.1,
2023-03-08,30,26.2,36,0,,170,1.7,,1012.8,
2023-03-09,29.6,26.6,35.3,0,,219,1.9,,1011.7,
2023-03-10,29.3,26.6,34.6,0.5,,180,1.9,,1011.3,
2023-03-11,29,26.6,34.6,0.6,,204,2.4,,1011.1,
2023-03-12,29.3,27,34.5,2.7,,212,4,,1011.1,
2023-03-13,28.3,24.4,33.5,4.8,,129,3.5,,1011.9,
2023-03-14,29,25.1,34,0,,97,1.9,,1010.5,
2023-03-15,29.4,25.5,34.6,0,,178,2.6,,1010.2,
2023-03-16,29.3,26.9,34.5,0,,212,3.3,,1011.3,
2023-03-17,29.3,27,34.7,0,,217,3.1,,1011,
2023-03-18,29.7,27,34.9,0.3,,204,4.1,,1009.9,
2023-03-19,29.8,27,34.6,0,,183,3.8,,1009.2,
2023-03-20,30.1,27.1,35.5,0.3,,194,3.2,,1008.6,
2023-03-21,30.3,27.4,34.6,0,,217,5.2,,1008.3,
2023-03-22,30.2,27.5,35.3,0.1,,214,5.3,,1007.1,
2023-03-23,30.2,28,35.1,0,,203,4.9,,1007,
2023-03-24,30.6,27.9,36.1,0,,202,4.1,,1007.5,
2023-03-25,30.5,28,35.3,0,,215,4.7,,1008,
2023-03-26,30.5,27.9,35.8,0,,212,3.5,,1007.6,
2023-03-27,30.5,28,35.5,0,,206,2.9,,1007.8,
2023-03-28,30.2,28,34.5,2.7,,229,2.9,,1009.2,
2023-03-29,30.8,27.7,36,0,,199,2.7,,1010.1,
2023-03-30,30.5,28.2,35.1,0.3,,215,3,,1008.5,
2023-03-31,30.8,28.5,35.4,0,,201,4.1,,1008,
2023-04-01,30.6,28.5,35.5,1,,184,4.1,,1007.9,
2023-04-02,30.8,28.3,35.6,1.1,,200,4.4,,1007.6,
2023-04-03,31.7,28.4,37.8,0,,217,2,,1007.1,
2023-04-04,31.8,28.6,37.8,0,,207,1.7,,1006.6,
2023-04-05,31.8,27.4,38.4,0,,207,2.2,,1006.7,
2023-04-06,32.2,27.9,38.4,0,,196,2.3,,1007.4,
2023-04-07,29.7,29,32.7,0.7,,178,2.4,,1009.1,
2023-04-08,31.2,28.1,37.2,1.2,,192,3.3,,1011.1,
2023-04-09,31.5,28.6,36.8,9.6,,191,3.3,,1011.3,
2023-04-10,31.4,28.6,36.9,0.2,,183,4.5,,1009.6,
2023-04-11,32.3,29.3,37.1,3.6,,168,5.1,,1008.5,
2023-04-12,31.7,29.5,36.2,0,,184,3.4,,1007.4,
2023-04-13,32.3,29.5,37.8,0.1,,179,2.4,,1007.2,
2023-04-14,31.9,29.5,38.5,0,,201,2.3,,1007,
2023-04-15,32.2,29.2,37.7,4.6,,207,1.7,,1006.4,
2023-04-16,30.1,29.1,33.5,0,,158,1.9,,1006.8,
2023-04-17,31.9,28.5,37.6,0,,194,3.9,,1007.7,
2023-04-18,31.7,29.4,36.7,0,,195,3.6,,1008.1,
2023-04-19,32.3,29.6,38,0.1,,202,2.4,,1005.7,
2023-04-20,32.8,28.8,40,0,,226,2.4,,1003.9,
2023-04-21,33,29,39.4,0.1,,250,3.3,,1004.2,
2023-04-22,33.1,29.7,39.3,0,,216,1.9,,1004.8,
2023-04-23,32.4,29.6,38,0.7,,214,3.8,,1007,
2023-04-24,32.3,29.6,38.7,3.3,,195,1,,1009,
2023-04-25,31.3,29,38.5,0.8,,208,1.4,,1007.6,
2023-04-26,27.7,25.2,30.7,2,,,0.6,,1008.2,
2023-04-27,31.3,26.7,36.8,1.5,,,1,,1008.6,
2023-04-28,31.6,29,37,1.2,,,2.4,,1008.4,
2023-04-29,32.4,29.7,37.9,1.5,,188,3.4,,1007.2,
2023-04-30,27.9,26,30.9,19.3,,166,2,,1007.5,
2023-05-01,31.5,26.8,37,0.9,,,1.8,,1008.2,
2023-05-02,31.6,29.2,36.4,2.7,,,2.4,,1008.7,
2023-05-03,31.8,29,37.2,1.7,,,2.2,,1009.3,
2023-05-04,32.2,29,36.7,0,,208,2.3,,1007.6,
2023-05-05,33.1,29.6,38.7,0.1,,190,2.9,,1004.9,
2023-05-06,34.2,30.2,40.5,0,,216,2.7,,1003.3,
2023-05-07,34.3,30.8,41,0.1,,217,3.1,,1003.2,
2023-05-08,32.9,30.8,39,0.4,,176,4.1,,1004.3,
2023-05-09,31.5,29.1,37.2,0,,151,3.4,,1006.5,
2023-05-10,30.1,27.1,35.2,0.5,,126,1.1,,1007.8,
2023-05-11,29.7,27.2,33.9,8.4,,36,0.6,,1008.4,
2023-05-12,31.3,28.3,36.6,4.3,,127,1.9,,1008.6,
2023-05-13,31.6,26.9,36.8,0.9,,137,2.7,,1008.8,
2023-05-14,30.8,27.5,36.9,6.6,,170,5,,1008.6,
2023-05-15,31.3,27.8,36.1,0,,174,3.5,,1009.2,
2023-05-16,32.6,28.2,38,0,,201,2.9,,1009.8,
2023-05-17,33.2,28.7,39.2,0.3,,227,3.6,,1009.6,
2023-05-18,33.1,29,39.4,0.5,,238,4.2,,1008.8,
2023-05-19,33.1,28.9,39,0,,268,4.9,,1006.9,
2023-05-20,33.2,28.7,39.1,0,,276,3.4,,1006.3,
2023-05-21,33.3,29.6,38.8,0,,238,2.6,,1007.2,
2023-05-22,32.8,29.9,38.1,6.7,,224,3.4,,1008,
2023-05-23,32.1,29.5,37.1,1.7,,250,2.4,,1008.2,
2023-05-24,32.3,29.6,37,11.8,,231,2.5,,1007.5,
2023-05-25,32.3,29.3,37.1,8.6,,223,3.8,,1007.9,
2023-05-26,33.3,28.9,39,0,,246,2.8,,1007.5,
2023-05-27,33,29.3,39.1,6.8,,281,3.5,,1006.1,
2023-05-28,29.8,27.9,38,1.5,,291,2.1,,1005.5,
2023-05-29,28.9,26,35.4,45.7,,279,1.9,,1006.2,
2023-05-30,30.1,26,36,6.9,,276,1.2,,1006.3,
2023-05-31,31.3,27.1,35.5,5.6,,,2.2,,1005.8,
2023-06-01,31.9,29,36.6,0,,270,2.5,,1005.3,
2023-06-02,32.2,28.6,36.5,0.2,,246,3.8,,1006,
2023-06-03,32.2,28.5,37,1.2,,228,3.1,,1006.9,
2023-06-04,31.8,29.4,35.9,0.2,,210,3.7,,1006.8,
2023-06-05,31.4,29.1,35.9,3.6,,212,2.8,,1005.7,
2023-06-06,30.3,28.3,35,7.6,,199,2.5,,1005.2,
2023-06-07,29.9,27,35.1,27.2,,190,3.4,,1006.1,
2023-06-08,29.4,25.7,33.9,0,,215,2.9,,1006.9,
2023-06-09,29.6,27.6,32.2,0.3,,201,3.9,,1006.3,
2023-06-10,30.1,27.6,32.7,0,,201,2.3,,1005.2,
2023-06-11,30.4,28.1,33.9,1.7,,187,3.1,,1004.8,
2023-06-12,29.7,28.1,33.6,1,,199,3.2,,1005.3,
2023-06-13,29.5,27.8,32.6,7.4,,209,3.7,,1006.2,
2023-06-14,29.8,27,33.4,0.5,,184,3.1,,1007.7,
2023-06-15,30.8,27.9,33.5,0.3,,195,3.5,,1007.5,
2023-06-16,30.7,28.5,34.2,0,,164,4.2,,1006.7,
2023-06-17,30.2,27.6,35.1,17.8,,150,3.5,,1007.3,
2023-06-18,29.2,27,32.9,1,,188,2.7,,1007.8,
2023-06-19,30.3,26.9,34.2,0,,183,2.9,,1007.4,
2023-06-20,30.5,28.4,36.2,7.1,,193,3.3,,1007.5,
2023-06-21,30.3,27.9,35.4,16.3,,221,2.9,,1008.1,
2023-06-22,30.6,25.5,35.2,3.8,,203,2.2,,1008.4,
2023-06-23,32.2,28.2,38.1,0,,235,3,,1006.9,
2023-06-24,31.3,28.9,35.6,7.9,,240,4.7,,1006.1,
2023-06-25,31.2,28.6,35.5,3.7,,245,5.1,,1006.2,
2023-06-26,31.1,28.5,35.2,1.2,,277,4.6,,1006.8,
2023-06-27,31.7,27.2,38,0.4,,269,4.3,,1006.9,
2023-06-28,31.6,28.2,37.7,4.6,,261,2.1,,1007.6,
2023-06-29,32.4,27.9,37.1,2.7,,243,1.9,,1006.9,
2023-06-30,31,28.6,35.9,0.3,,185,2.7,,1005.9,
2023-07-01,31.3,28.1,37,2,,153,3.5,,1006.3,
2023-07-02,29.3,25,35.1,9.1,,168,3.9,,1007.3,
2023-07-03,30,26,33.1,12.2,,179,3.2,,1008.4,
2023-07-04,29.6,27.8,34.2,0.5,,,1.8,,1008.3,
2023-07-05,29.7,27,34,0.4,,,2.4,,1008.1,
2023-07-06,31.3,26.6,37.1,0.5,,,2.7,,1008.7,
2023-07-07,31.6,28.3,36,1.1,,231,4.5,,1008.1,
2023-07-08,30.7,28.3,35,0.3,,193,3.3,,1007.9,
2023-07-09,28.2,27.1,32.6,19.6,,131,2.1,,1007.6,
2023-07-10,28.8,26.4,33.2,8.1,,,2.6,,1008.1,
2023-07-11,29.4,26,34.1,30,,160,2.5,,1008.4,
2023-07-12,31.5,27,36.1,0,,228,2.6,,1008.3,
2023-07-13,31.5,28.2,36,1.6,,272,3.6,,1008,
2023-07-14,31.5,28.2,36,3.1,,277,5,,1008,
2023-07-15,31.4,28,36.1,2.5,,276,5.2,,1006.7,
2023-07-16,30.5,28.5,33.2,0.1,,279,6.3,,1004.7,
2023-07-17,30.1,28.1,34,6.3,,278,6,,1003.6,
2023-07-18,30.1,28,33.1,0,,267,4.8,,1004,
2023-07-19,30.4,28.2,33.6,7.4,,270,5.1,,1004.3,
2023-07-20,30.1,27.2,34.1,15,,273,2.9,,1005,
2023-07-21,29,26.9,33.7,79,,245,3.7,,1006.5,
2023-07-22,29.2,25.1,33,10.7,,203,2,,1008,
2023-07-23,28.9,25.7,33,6.1,,66,2.4,,1007.9,
2023-07-24,28.7,25.2,33.6,4.2,,224,2.3,,1006.8,
2023-07-25,30.3,27.5,34.1,0,,234,2.8,,1007.2,
2023-07-26,30.3,27.5,34.5,12.5,,281,4.6,,1007.5,
2023-07-27,31.2,28.4,35.4,2.1,,283,5.7,,1006.5,
2023-07-28,30.6,28,35.1,4.6,,274,5.9,,1004.9,
2023-07-29,30.6,28.5,34.5,4.7,,257,4.3,,1004.7,
2023-07-30,29.9,28.4,32.5,9.1,,214,3.1,,1005.2,
2023-07-31,30,28.5,32.6,0.3,,,3.9,,1006.3,
2023-08-01,30.5,28.6,33.6,0.5,,177,3.3,,1006.6,
2023-08-02,29.6,28.6,32.5,1.8,,195,3.3,,1007.1,
2023-08-03,28.6,27,33.4,28.7,,210,3.3,,1007.3,
2023-08-04,29.4,27.1,32.8,3.5,,198,3.1,,1009.4,
2023-08-05,30,27.5,33.8,3.8,,219,2.8,,1010.2,
2023-08-06,29.9,27.8,32.7,2.2,,212,4.3,,1008.7,
2023-08-07,30.1,28,32.9,4.1,,232,2.8,,1007.2,
2023-08-08,30.3,28,34.1,4.5,,207,4.4,,1007.6,
2023-08-09,29.8,27.5,34.4,2.5,,224,3.4,,1009,
2023-08-10,30.7,27.1,35.4,1.6,,232,3.6,,1008.8,
2023-08-11,30.8,27.7,34.5,0,,248,3.5,,1007.6,
2023-08-12,29.7,28,35.9,11.9,,236,3.1,,1006.8,
2023-08-13,30.4,27.4,36.1,7.6,,227,2.9,,1006.4,
2023-08-14,30.5,27.5,34.6,2.9,,255,3.6,,1006.5,
2023-08-15,29.8,27.5,34.8,8,,231,5.8,,1007.3,
2023-08-16,30.2,27.3,34.2,16.2,,212,4.1,,1007.6,
2023-08-17,30.2,26,35.2,16,,241,2.4,,1007.5,
2023-08-18,30.9,25.5,37.1,2.3,,281,6.1,,1006.9,
