date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-03-29,30.6,28.3,35.5,,,174,3,,1007.9,
2020-03-30,30.8,28.4,35,,,180,3.8,,1008.4,
2020-03-31,30.8,28.7,35,,,173,3.7,,1008.8,
2020-04-01,30.9,28,36.2,,,176,2.9,,1008.8,
2020-04-02,30.9,28.4,35.3,,,,3.1,,1009.1,
2020-04-03,30.8,27.3,34.8,,,,2.5,,1010.1,
2020-04-04,31.6,28.7,36.7,,,,2.3,,1010.1,
2020-04-05,31.3,28.4,34.8,,,,3.1,,1010.4,
2020-04-06,31.3,28.8,36,,,,4.5,,1010.1,
2020-04-07,30.8,28.7,35.3,,,182,4.3,,1009,
2020-04-08,31,28.7,34.7,,,164,3.8,,1009.5,
2020-04-09,31.3,27.7,36.4,,,,3.5,,1010.3,
2020-04-10,31.1,28,36.5,,,,2.3,,1011.6,
2020-04-11,31.7,28.5,35.6,,,,2.1,,1011.3,
2020-04-12,31.1,28.9,38.2,,,,2,,1009.8,
2020-04-13,28.1,26.5,33.6,14,,85,2,,1010.5,
2020-04-14,29.7,25.5,34.5,3.8,,,2,,1011.2,
2020-04-15,31.1,26.8,35.3,0,,,1.1,,1010.8,
2020-04-16,31,28.8,36,,,179,4.2,,1009.7,
2020-04-17,30,28,34,,,178,3.9,,1010.2,
2020-04-18,30.9,27.2,35.8,,,,1.6,,1010.8,
2020-04-19,31.7,28.9,36.7,,,,2.2,,1010,
2020-04-20,31.6,28.9,36.1,,,,1.7,,1009.8,
2020-04-21,32,29.1,36.5,,,,2.5,,1009,
2020-04-22,32.4,29,38.1,,,,2.3,,1008.8,
2020-04-23,31.2,28.1,36.7,,,162,3.2,,1009.1,
2020-04-24,31.1,27.6,36.9,,,139,2,,1009.7,
2020-04-25,27.5,25.5,33.4,16.3,,,1.1,,1010.3,
2020-04-26,30.8,24.9,35.8,4.6,,,1.1,,1010.8,
2020-04-27,28.8,26.4,33.6,1.5,,,1.9,,1011.6,
2020-04-28,30.8,25.9,34.5,,,,1.9,,1011,
2020-04-29,29.4,27,34,5.8,,,1.4,,1009.8,
2020-04-30,30.1,27,34.6,5.1,,,1.8,,1010.2,
2020-05-01,31.1,28,34.3,0.5,,,1.9,,1009.2,
2020-05-02,31.6,27.9,36.2,0,,,1.2,,1008.3,
2020-05-03,32.2,28.4,35.3,,,,2,,1008.2,
2020-05-04,31.6,29.3,36.5,,,,2,,1008.9,
2020-05-05,32.5,29.2,37.2,,,,2.7,,1007.9,
2020-05-06,32.3,29.8,37.6,,,179,3.9,,1007.3,
2020-05-07,32.3,29.7,36.8,,,176,3.6,,1007,
2020-05-08,32.4,29.9,37,,,,3.5,,1007,
2020-05-09,32.9,29.8,38.5,,,182,2.7,,1007.6,
2020-05-10,32.4,29.8,37,,,178,3.9,,1007.7,
2020-05-11,27.9,26.9,34.9,6.1,,179,2.9,,1008.9,
2020-05-12,31.7,25.6,38,0.3,,,1.4,,1008.6,
2020-05-13,32.2,29.4,37.6,0,,200,2.8,,1008,
2020-05-14,32.7,29.7,38.8,,,178,2.7,,1008,
2020-05-15,32.4,29.8,36.2,,,,4.1,,1005.9,
2020-05-16,32.7,29.8,37.8,,,,2.8,,1005.5,
2020-05-17,32.4,29.7,37,,,182,3.2,,1005.3,
2020-05-18,32.1,29,38.6,0,,175,2.7,,1004.9,
2020-05-19,32.2,29,37.7,0,,183,3.5,,1005.7,
2020-05-20,31.4,29.5,37,1,,168,4.2,,1006.2,
2020-05-21,32.3,29,37.6,,,190,2.1,,1007,
2020-05-22,33.2,29.5,38.8,,,218,3.7,,1006.3,
2020-05-23,32.3,29.8,37.6,,,,2.9,,1006.6,
2020-05-24,31.2,29.8,37.2,4.3,,,2.4,,1008,
2020-05-25,30.8,27.4,33.7,0.5,,,1.8,,1009.6,
2020-05-26,30,28.8,34.5,0.8,,165,2,,1010,
2020-05-27,32.1,28.5,37.8,,,,1.5,,1009.1,
2020-05-28,31.4,28.6,39,,,,3,,1008.6,
2020-05-29,29.4,26.6,36,30,,,2.5,,1009,
2020-05-30,29.5,24.8,34.6,5.6,,,2.4,,1010.1,
2020-05-31,29.8,24.4,36,30.5,,,2.1,,1010.5,
2020-06-01,31.3,26,37.1,0,,,2.6,,1009.8,
2020-06-02,29,24.5,35.6,16.8,,183,2.9,,1009,
2020-06-03,29,24.4,34.8,,,,2.1,,1007.8,
2020-06-04,30.1,26.5,34.9,1.3,,,1.1,,1007.4,
2020-06-05,29.3,27.7,34.8,,,,2,,1007.5,
2020-06-06,30.2,27,34.2,0.5,,,1.7,,1007.5,
2020-06-07,29.9,27.8,33,2.3,,,2.4,,1007.2,
2020-06-08,29.5,26,34.6,4.1,,,2.8,,1006.5,
2020-06-09,29.9,26,34.6,,,,2.1,,1006.7,
2020-06-10,30.4,27.4,35.9,,,,3.3,,1007.2,
2020-06-11,31.1,27.2,35.6,,,,2,,1006.9,
2020-06-12,31.4,27.5,37.1,,,258,2.8,,1005.4,
2020-06-13,32.3,27.7,38,,,271,3.5,,1004.4,
2020-06-14,31,29,35.8,11.7,,,2.4,,1005.1,
2020-06-15,28.8,25.8,31.7,24.1,,,0.8,,1007.4,
2020-06-16,27.9,25.2,33,18,,,2,,1008.3,
2020-06-17,26.9,25.2,32.5,39.4,,,1.3,,1008.5,
2020-06-18,29,24.8,34,5.8,,,1.2,,1008.6,
2020-06-19,29.9,26,33.5,1.5,,,1.8,,1007.7,
2020-06-20,31.3,25.6,36.6,0,,,1.6,,1006.9,
2020-06-21,31.8,28.8,36.8,1.3,,,2.5,,1005.8,
2020-06-22,29.9,25.5,34.7,41.4,,,2.3,,1005.6,
2020-06-23,30.1,25.3,34.5,0,,,1.9,,1007.3,
2020-06-24,31.2,27.5,34.8,,,,2.4,,1007.3,
2020-06-25,30.6,28.2,34.7,,,,2.2,,1006.5,
2020-06-26,30.2,25.8,34.7,7.9,,,2.2,,1007.1,
2020-06-27,30,26.5,34.6,0,,,1.4,,1006.8,
2020-06-28,30,26.4,34.6,,,,1.8,,1006.5,
2020-06-29,29.7,26.2,34.8,2,,,2.2,,1006.6,
2020-06-30,30.8,27,34.6,0,,,1.6,,1006.7,
2020-07-01,29.6,26.9,34.6,2.8,,,1.8,,1006.2,
2020-07-02,29.1,26.5,33.3,0.3,,,2.8,,1005.2,
2020-07-03,28.1,25,34,23.9,,,2.1,,1006.4,
2020-07-04,29.1,24.7,31.1,0.5,,,1.8,,1007.9,
2020-07-05,30.4,26.9,34.5,0,,,2.6,,1007.1,
2020-07-06,31,27.7,36.3,3.8,,,2.7,,1006,
2020-07-07,29.5,27.4,35.2,2.5,,,1.2,,1007,
2020-07-08,31,27.2,35.5,2.3,,,2.6,,1007.9,
2020-07-09,31.4,28.5,36,0.8,,,1.4,,1006.4,
2020-07-10,31.4,27.6,37.5,0,,,2.1,,1006.4,
2020-07-11,31.1,27.8,35,,,277,3.3,,1006.4,
2020-07-12,30.4,28.1,34.8,2.5,,,2,,1006,
2020-07-13,29.4,26.7,35,25.7,,,2.2,,1006.1,
2020-07-14,29.1,24.8,33,3,,,1.1,,1007,
2020-07-15,28.6,25.5,34.5,3.6,,,1.8,,1006.4,
2020-07-16,28.9,25.5,34.7,1.8,,,0.9,,1005.8,
2020-07-17,30.5,26.4,36.5,0,,,1.1,,1006.4,
2020-07-18,30.7,27,33.5,2.3,,,1,,1007.6,
2020-07-19,31.7,28,36.6,,,,1.8,,1007,
2020-07-20,30.1,28.1,35.8,,,,0.5,,1006.6,
2020-07-21,28.8,27,33.6,4.8,,,1.5,,1007.5,
2020-07-22,29.7,25.9,35.2,0.5,,,1.3,,1008,
2020-07-23,30,25.2,35.3,17.3,,,2.3,,1007.6,
2020-07-24,28,26,34.3,98,,,1.1,,1007.7,
2020-07-25,28.1,25.8,34.1,5.6,,,0.7,,1007.4,
2020-07-26,29.9,25.9,35,7.4,,,1.5,,1007.1,
2020-07-27,30.4,27.1,35.6,6.1,,,1.3,,1006.1,
2020-07-28,29.8,25.2,34.5,26.2,,,0.9,,1006.9,
2020-07-29,29.4,27.3,33.8,4.6,,,1.8,,1007.9,
2020-07-30,30.8,26.5,34.3,,,,1.8,,1007.5,
2020-07-31,30.7,27.5,35.6,,,,3.6,,1004.9,
2020-08-01,30.2,27.4,33.9,,,,1.8,,1003.2,
2020-08-02,28.2,26.8,31,2.8,,,4.6,,1002,
2020-08-03,29.1,26.2,32.5,0.5,,204,4.2,,1001.6,
2020-08-04,28.2,26.4,31.7,17.5,,,2.7,,1002.9,
2020-08-05,29.1,25.6,32.5,10.9,,,2.4,,1005.1,
2020-08-06,29.9,26.6,33.5,0,,,1.5,,1006.7,
2020-08-07,27.9,26.5,31,2.5,,,1.1,,1006.2,
2020-08-08,28.1,24.9,31.9,5.6,,,2.3,,1005.7,
2020-08-09,30.4,26.5,33.8,2.3,,,3,,1005.5,
2020-08-10,29.4,28.2,32.8,4.3,,,2.6,,1006.7,
2020-08-11,29.8,27.3,33.9,,,,2.3,,1007,
2020-08-12,28.6,26.5,33.9,10.7,,,1.9,,1007.2,
2020-08-13,28.2,25.9,34.7,6.9,,,2.2,,1007.4,
2020-08-14,26.6,24.5,32,23.6,,,1.8,,1008.2,
2020-08-15,27.3,24.5,30.5,2.5,,,1.7,,1008.6,
2020-08-16,29.7,25.9,33.8,0,,,1.1,,1007.9,
2020-08-17,29.4,26,33.8,,,,1.4,,1006.9,
2020-08-18,29.7,26.5,35,1.3,,,1.5,,1006.6,
2020-08-19,30.1,25.2,34.6,12.2,,,2,,1006.3,
2020-08-20,30,26.5,34.7,2.8,,,1.2,,1007.2,
2020-08-21,29.2,27,34.2,1.8,,,2.3,,1008.3,
2020-08-22,28.8,26.5,33.6,23.4,,,1.5,,1007.8,
2020-08-23,28.8,25.4,33.5,2.5,,,2.3,,1008,
2020-08-24,30.6,25.6,35.2,2,,,1.8,,1008.8,
2020-08-25,31.5,28,37.3,0,,,1.6,,1008.3,
2020-08-26,31.8,28,37.2,,,,2.2,,1007.4,
2020-08-27,31.6,27.3,36.2,,,,2.3,,1006.3,
2020-08-28,28.7,24.5,35.8,16,,,1.8,,1004.9,
2020-08-29,31.1,23.8,36.2,1,,,2.1,,1004.8,
2020-08-30,29.7,28.4,34.4,1.3,,,1.1,,1004.8,
2020-08-31,30.4,26.9,34.5,11.2,,,1.3,,1005.8,
2020-09-01,28.4,24.8,33.2,86.1,,,0.9,,1007.1,
2020-09-02,29.4,26.7,33.2,9.9,,,0.4,,1008,
2020-09-03,30.1,25.2,37.2,3.3,,,0.7,,1007.6,
2020-09-04,30.6,26.6,36.7,2,,,1.1,,1007.5,
2020-09-05,29.6,26.2,34.3,38.1,,,1.4,,1006.7,
2020-09-06,30.6,26.2,34.5,3,,,1.3,,1006.7,
2020-09-07,30.1,26.5,34.5,3.6,,,1.3,,1007.2,
2020-09-08,30.8,26.8,36.4,0.5,,,1.3,,1008,
2020-09-09,30.4,27.5,33.3,0,,,2.2,,1007.8,
2020-09-10,30.1,27,35.5,17.8,,,0.8,,1006.1,
2020-09-11,30.7,26.6,35.9,17.8,,,1.3,,1007,
2020-09-12,30.8,27.6,34,0.3,,,1.7,,1008.6,
2020-09-13,29.9,27,34,3.8,,,1.8,,1009,
2020-09-14,29.1,27.3,33.2,18.3,,,1.1,,1008.2,
2020-09-15,28.3,25.3,31.8,47.5,,,1.2,,1007.8,
2020-09-16,29.9,25.5,33.4,0.8,,,1.5,,1007.4,
2020-09-17,30.4,27,35,0,,,3.1,,1005.6,
2020-09-18,28.1,27.3,30.9,4.1,,265,2.6,,1002.7,
2020-09-19,27.4,26,29.5,10.9,,216,4.7,,1002.4,
2020-09-20,27.2,26.1,29.5,3.3,,180,2.4,,1007.3,
2020-09-21,29.2,25.9,32.5,1,,,1.4,,1008.7,
2020-09-22,29.4,26,33.7,6.6,,,1,,1008.1,
2020-09-23,27.9,25.2,34.2,46.5,,,1.6,,1008.5,
2020-09-24,28.5,24.7,31.9,,,,2.3,,1009.8,
2020-09-25,30.4,26.8,33.7,,,,2.4,,1008.9,
2020-09-26,31,27.5,34.2,,,,3.8,,1008.3,
2020-09-27,29.4,25,35.8,58.4,,237,4,,1006.9,
2020-09-28,27.3,24.7,31,23.6,,338,2.1,,1005.7,
2020-09-29,28.4,25,32.6,39.9,,,2.5,,1006.4,
2020-09-30,29,26.2,32.5,,,,1.7,,1006.7,
2020-10-01,28.7,26,33,23.1,,246,3.3,,1005.9,
2020-10-02,27.7,23.8,35.2,117.1,,217,2.4,,1006.1,
2020-10-03,27.3,25.2,31.8,28.4,,,1.3,,1007.2,
2020-10-04,28.9,25,31.5,17.8,,,1.4,,1008.4,
2020-10-05,29.1,25,33.8,0,,,1.4,,1007.9,
2020-10-06,28.1,24.7,32.2,,,,1.1,,1008.1,
2020-10-07,29.8,25.1,34,,,,1.8,,1007,
2020-10-08,25.4,25,30.5,12.7,,354,2,,1005.9,
2020-10-09,25.8,24.1,28.8,11.2,,,1.3,,1006.4,
2020-10-10,25.3,24.3,27.9,16.3,,,1.6,,1006.8,
2020-10-11,26,24.6,29.5,0.5,,,1.4,,1006.2,
2020-10-12,27.6,24.6,33,0.3,,,2,,1005.7,
2020-10-13,24.3,24.1,28.4,32,,,2.2,,1006.3,
2020-10-14,27.8,24,31.5,0,,246,2.6,,1006.5,
2020-10-15,29.6,25.5,34.7,0,,,1.6,,1005.7,
2020-10-16,26.4,24.5,29.2,63.5,,,1.5,,1005.5,
2020-10-17,24.5,24.1,27.2,13.5,,,2.6,,1005.1,
2020-10-18,24.1,22.6,25.9,5.3,,,1.3,,1007,
2020-10-19,25.4,23.7,27.3,0,,,0.8,,1008.2,
2020-10-20,25.9,23.9,28.8,1.5,,,1.1,,1009.2,
2020-10-21,26.9,23.7,30.4,,,,1.5,,1009.8,
2020-10-22,28,24.9,33.3,,,,1.6,,1009.1,
2020-10-23,28.3,25.3,32.9,,,,2.5,,1009.5,
2020-10-24,28.6,24.5,34.1,,,,3.1,,1010,
2020-10-25,28.8,24.4,33.2,,,,1.7,,1010.2,
2020-10-26,29,25.6,32.5,,,339,1.4,,1009.3,
2020-10-27,27.7,26,31,,,,0.9,,1008.5,
2020-10-28,28.3,25.5,31.4,,,,1.8,,1007.8,
2020-10-29,26.5,25,29.2,5.6,,307,2.3,,1007,
2020-10-30,27.8,24.1,33.5,2.3,,,1.7,,1009.2,
2020-10-31,27.4,26.1,33.3,19.3,,,0.9,,1010.6,
2020-11-01,27.7,25.6,30.6,16.5,,,1.1,,1011.1,
2020-11-02,29.9,25.8,34.7,0,,,1.4,,1011,
2020-11-03,30,26.6,33.3,0,,,2.7,,1011.7,
2020-11-04,29.1,26.5,33.2,,,33,2.1,,1011.8,
2020-11-05,29.3,25.3,33.8,,,,1.3,,1011.4,
2020-11-06,29.3,25.1,33,,,,1.7,,1011.5,
2020-11-07,27.1,25.1,31.5,1.5,,,2.1,,1012.3,
2020-11-08,28.3,25.2,32.5,1,,,1.5,,1012.7,
2020-11-09,28.4,24.3,33.8,0,,,1.7,,1011.7,
2020-11-10,28.4,24.5,33.6,,,,1.7,,1011,
2020-11-11,25.7,21.8,28.3,,,14,3.2,,1012.2,
2020-11-12,25.4,23.5,27.5,,,,1.8,,1012.8,
2020-11-13,28.1,24,32.5,,,,1.6,,1011.9,
2020-11-14,27.9,23.4,32.4,,,,1.3,,1010.8,
2020-11-15,29.1,23.1,35,,,,0.5,,1010.9,
2020-11-16,29.6,25.5,33,,,,2.1,,1011.4,
2020-11-17,30.4,26,35.5,,,,0.9,,1010.1,
2020-11-18,30.4,26.5,36.1,,,,0.7,,1009.1,
2020-11-19,31.4,26.6,36.8,,,,0.5,,1008.3,
2020-11-20,29.3,27.4,33.9,4.6,,,0.8,,1008.7,
2020-11-21,27.1,26,32.8,17.5,,,1.1,,1009.1,
2020-11-22,28.6,25,31.6,46.5,,,1.8,,1011.1,
2020-11-23,27.9,26,34.2,7.9,,,0.8,,1011.6,
2020-11-24,29.7,25.5,34.1,,,,1.3,,1011.4,
2020-11-25,29.7,25.4,34,,,,1,,1011,
2020-11-26,29.8,26.4,34.4,,,,1.5,,1011.2,
2020-11-27,28.8,25.6,32.3,,,,1.5,,1012.3,
2020-11-28,29.3,25.1,33,,,,2.6,,1012.6,
2020-11-29,28.6,25,32.3,,,,1.5,,1012.4,
2020-11-30,28.3,25.4,32.2,,,,1.7,,1012.3,
2020-12-01,28.2,25.6,33,,,,2.5,,1013,
2020-12-02,28.4,25.5,31.5,,,,1.8,,1012.1,
2020-12-03,27.6,25.6,33.2,,,,2.2,,1011.9,
2020-12-04,26.3,23.9,29.7,,,,2.7,,1012.7,
2020-12-05,25.7,21.4,30,,,,2.1,,1013.8,
2020-12-06,25.9,21.9,29.6,,,,1.9,,1013.8,
2020-12-07,27.3,22,31.5,,,,2.1,,1013.4,
2020-12-08,27.7,24.3,32.8,,,,0.8,,1012.9,
2020-12-09,26.7,23.5,31.4,,,,1.2,,1011.9,
2020-12-10,27.3,21.8,32,,,,1.5,,1011.3,
2020-12-11,28.2,22.4,32.3,,,,1.3,,1010.9,
2020-12-12,29.4,23.5,33.8,,,,1.2,,1010,
2020-12-13,28.8,22.2,32.6,,,,1,,1008.9,
2020-12-14,28.2,25.7,32.7,,,,1.1,,1009.2,
2020-12-15,29.6,25.9,33.9,,,,1.2,,1010.8,
2020-12-16,29.1,26.5,32,,,,2.3,,1012,
2020-12-17,28.2,25.5,32.2,,,,1.1,,1011.5,
2020-12-18,28.6,25,32,,,35,2.1,,1011.6,
2020-12-19,27.4,24.2,32.8,,,,1.8,,1012.4,
2020-12-20,25.1,22.4,30.4,,,,2.5,,1013.7,
2020-12-21,23.6,20.1,28,,,56,2.7,,1013.8,
2020-12-22,24.5,18.3,28.8,,,358,2.4,,1012.6,
2020-12-23,25.2,19.5,29.7,,,,1.7,,1010.6,
2020-12-24,27.5,23.3,31.5,,,,1.1,,1009.7,
2020-12-25,27.3,25,31.8,,,,1.8,,1010.2,
2020-12-26,28.8,24.6,34,,,,1.5,,1010.7,
2020-12-27,29.2,26,33,,,,1.8,,1010.3,
2020-12-28,29.4,25.9,34.5,,,,1.4,,1009.2,
2020-12-29,29.8,26.1,34,,,,0.6,,1009.2,
2020-12-30,28.6,26.5,33.2,,,,2.7,,1010.1,
2020-12-31,24.9,22.5,29.4,,,35,2.5,,1013.4,
2021-01-01,23.7,19.4,28.5,,,26,1.6,,1014.7,
2021-01-02,24.4,19.8,28.4,,,,1.9,,1014,
2021-01-03,26.1,21,30.5,,,,1.2,,1012.6,
2021-01-04,26.8,21.7,30.8,,,,1.2,,1012.3,
2021-01-05,28.3,22,33.3,,,,1.8,,1012.4,
2021-01-06,29.3,24.8,34.8,,,,0.8,,1011.1,
2021-01-07,29.3,24.9,33.5,,,,0.9,,1009.5,
2021-01-08,27.9,25.1,33,,,,3.2,,1009.8,
2021-01-09,25.5,22.2,29.5,,,41,3.6,,1011.9,
2021-01-10,26.1,21.2,30.5,,,34,2.4,,1012.2,
2021-01-11,25.3,21.5,30.7,,,,3.5,,1013.3,
2021-01-12,21.6,17.8,27.6,,,33,3.4,,1015.5,
2021-01-13,21.8,16.9,28.6,,,,0.9,,1014.3,
2021-01-14,23.9,17.1,30.8,,,,0.9,,1012.5,
2021-01-15,25.8,18.3,32,,,,1.3,,1010.6,
2021-01-16,26.8,21.2,31.5,,,,1.5,,1010.2,
2021-01-17,27.6,23.5,32,,,49,1.8,,1012.1,
2021-01-18,24.1,21.5,29.6,,,37,3.1,,1014.5,
2021-01-19,23.8,19.6,29.4,,,,1.8,,1013.3,
2021-01-20,24.1,19.5,32.6,,,,1.2,,1012.6,
2021-01-21,25.2,19,34.5,,,,1.7,,1011.4,
2021-01-22,26.7,20.5,32.5,,,,0.9,,1010.2,
2021-01-23,27.6,22.5,34,,,,1.6,,1010.3,
2021-01-24,27.5,24.5,32.1,,,,1.2,,1011,
2021-01-25,29,24.9,35.1,,,,1.1,,1010.4,
2021-01-26,28.8,25.1,33.2,,,,1.5,,1009.9,
2021-01-27,28.9,25.1,33.7,,,,2.2,,1010.3,
2021-01-28,29.4,25.5,33.7,,,,1.5,,1011.4,
2021-01-29,27.9,25.6,32.6,,,,3.4,,1012.4,
2021-01-30,28,24.5,33.9,,,,1.5,,1012.6,
2021-01-31,28.1,23.9,33.6,,,,1.1,,1012.9,
2021-02-01,29.2,25.4,33.9,,,,0.8,,1012.7,
2021-02-02,29.8,24.6,35.7,,,,0.7,,1012.6,
2021-02-03,29.5,25.4,35.5,,,,2,,1012.1,
2021-02-04,28.7,25.2,33,,,,2.5,,1013.2,
2021-02-05,28.2,24.2,34,,,,1.2,,1012.7,
2021-02-06,27.9,23.2,34.4,,,,1.9,,1011.3,
2021-02-07,29.1,23.7,35.5,,,,2.3,,1010.9,
2021-02-08,29.1,26.2,32.8,,,190,2.8,,1010.4,
2021-02-09,26.3,24.6,29.8,80.5,,192,3.4,,1009.9,
2021-02-10,27.8,23.4,31,23.4,,,1.7,,1010.3,
2021-02-11,27.7,23.4,32.2,,,,1.1,,1011,
2021-02-12,27.9,23.2,32.9,,,,1.2,,1011.7,
2021-02-13,26.9,24.3,33,,,,1.8,,1011.8,
2021-02-14,29.1,23,32.7,,,,1.5,,1012,
2021-02-15,28.4,23.2,33.2,,,,3.8,,1010.5,
2021-02-16,29,26,33.4,,,194,4.1,,1010,
2021-02-17,28.8,26.4,34.1,0,,185,3.8,,1011.3,
2021-02-18,27.1,23.5,31.6,,,94,3.1,,1014,
2021-02-19,27.8,23.4,31.5,,,49,3.7,,1015,
2021-02-20,27.2,23.1,32.4,,,,2.1,,1014.2,
2021-02-21,28.8,22.5,34,,,,0.8,,1012.6,
2021-02-22,28.5,25.4,33.2,,,184,2.8,,1011.4,
2021-02-23,29.2,25.6,34.2,,,200,2.1,,1010.4,
2021-02-24,28.7,25.9,33.6,,,193,4.6,,1009.3,
2021-02-25,30.1,26,36.5,,,,2.7,,1007.8,
2021-02-26,29.4,25.8,35.7,,,,3,,1006.5,
2021-02-27,29.7,23.8,34.5,,,,2.4,,1006.5,
2021-02-28,28.3,24.5,33.4,,,,3.3,,1008.5,
2021-03-01,29.1,25.8,33,,,182,3.4,,1010.8,
2021-03-02,29.7,25.7,33.5,,,,2.5,,1011.3,
2021-03-03,28.7,27.1,33.6,1,,,2.5,,1011.6,
2021-03-04,29.8,26.3,35.2,,,,2.1,,1012,
2021-03-05,29.9,27,34.5,,,197,4.2,,1011.6,
2021-03-06,29.6,26.6,35.5,,,194,4.7,,1012,
2021-03-07,29.8,25.9,34,,,188,2.8,,1011.5,
2021-03-08,30,25.8,34.6,,,160,2.6,,1012.2,
2021-03-09,29,25.8,34.3,11.2,,,2.6,,1012.3,
2021-03-10,28.9,26,34.1,4.6,,,2.5,,1012.1,
2021-03-11,29.6,26.2,34,,,,1.5,,1011.8,
2021-03-12,30.2,27.2,34.4,,,,2.6,,1011.8,
2021-03-13,30.1,27.5,34.2,,,193,3.2,,1011.7,
2021-03-14,29.8,27.1,33.8,,,187,2.9,,1010.3,
2021-03-15,29.6,26.1,33.5,,,186,2.9,,1009.6,
2021-03-16,29.7,27.4,33.6,,,203,2.8,,1009,
2021-03-17,29.9,27.5,33.7,,,192,4.2,,1008.7,
2021-03-18,30.4,27.5,35,,,193,3.5,,1008.2,
2021-03-19,30.4,28,35.4,,,195,4.8,,1007.8,
2021-03-20,30.6,27.6,34.7,,,181,3.5,,1006.8,
2021-03-21,30.3,27.5,34,,,169,3.6,,1007.1,
2021-03-22,28.5,26.8,30.5,,,41,2.6,,1010.3,
2021-03-23,30.1,27,34.6,,,19,1.5,,1011.7,
2021-03-24,30.6,26.4,35.3,,,353,1.9,,1009.3,
2021-03-25,30.6,27.5,35.7,,,188,2.2,,1008.5,
2021-03-26,30.6,28,35.9,,,194,4.4,,1008.6,
2021-03-27,30.5,28.1,34.3,,,200,4.4,,1007.9,
2021-03-28,30.8,27.2,34.5,,,188,3.6,,1007.6,
2021-03-29,31.1,28,35.1,,,188,2.9,,1006.8,
2021-03-30,31.2,28.2,36.9,,,197,3.3,,1005.3,
2021-03-31,31.5,28.8,37.2,,,205,4.1,,1004.4,
2021-04-01,31.4,29,35.1,,,207,3.4,,1004.6,
2021-04-02,31,28.7,37,,,192,3.7,,1005.8,
2021-04-03,30.8,28.7,33.8,,,166,2.7,,1006.1,
2021-04-04,28.1,26.5,32.8,2.5,,101,2.8,,1007.2,
2021-04-05,27.4,26,31.7,,,90,2.5,,1009.4,
2021-04-06,27.5,25.5,30.5,,,148,2.2,,1010.5,
2021-04-07,28.1,26,32,,,349,1.9,,1011.2,
2021-04-08,29.7,26.2,34.1,0,,203,2.4,,1009.5,
2021-04-09,30.9,27,36.4,,,158,2.2,,1008.8,
2021-04-10,30.2,28,34,,,164,2.7,,1010.2,
2021-04-11,29.2,25.5,33.5,,,147,3.4,,1011.6,
2021-04-12,28.7,25.9,32.3,,,165,2.9,,1011.9,
2021-04-13,30.7,27.1,35.6,,,178,2.8,,1010.9,
2021-04-14,30.2,28,34.2,,,185,3,,1010.4,
2021-04-15,30.4,27,35.2,,,183,1.4,,1009,
2021-04-16,30.9,28.5,36.3,,,193,3,,1008.8,
2021-04-17,31.1,27.5,35.8,,,127,1.7,,1010.1,
2021-04-18,29.8,27.6,35.3,,,73,0.9,,1010.2,
2021-04-19,29.2,25.2,35.2,,,160,1.9,,1008.8,
2021-04-20,30,27,35.5,22.1,,,2.3,,1008.2,
2021-04-21,29.5,28.2,34.8,2,,207,2.3,,1008.4,
2021-04-22,31.3,27.8,37,,,257,1.6,,1007.9,
2021-04-23,31.1,28.6,37.3,0.5,,203,3.9,,1006.7,
2021-04-24,31.3,27,37,,,195,3,,1006.6,
2021-04-25,30.6,28,35.2,6.6,,170,1.5,,1007.6,
2021-04-26,29.2,27,34.6,25.4,,155,1.8,,1007.8,
2021-04-27,27.7,25.5,33.5,65.3,,98,2.6,,1009.1,
2021-04-28,29.1,25.6,34.8,,,91,1.9,,1010.5,
2021-04-29,28.4,26.3,33.5,3,,85,1.4,,1010.4,
2021-04-30,28.2,25.9,32.6,1.5,,58,1.4,,1010,
2021-05-01,28.3,24.6,33.5,14.7,,49,0.5,,1010.5,
2021-05-02,29.9,27,35.2,1,,,1.5,,1009.9,
2021-05-03,29.2,26.2,33.6,,,,2.3,,1008.3,
2021-05-04,30.4,27.1,34.4,,,289,2.3,,1007.8,
2021-05-05,31.3,27,37,,,134,2.1,,1007.6,
2021-05-06,27,25,34.5,5.1,,78,1.9,,1010,
2021-05-07,29.1,24,34.2,7.9,,58,1.3,,1010.5,
2021-05-08,29.6,27,35,,,277,0.8,,1009.2,
2021-05-09,29.9,26,34,,,171,1.7,,1008.2,
2021-05-10,31.1,27.4,35.6,0,,,3.4,,1007.4,
2021-05-11,31.3,27.9,35.2,,,201,2.6,,1006.9,
2021-05-12,31.3,27.6,35.5,,,195,2.8,,1006.4,
2021-05-13,32.3,29.1,37.2,0,,183,3.4,,1005,
2021-05-14,32.6,29.5,37.5,0,,196,3.1,,1005.6,
2021-05-15,31.7,29.5,36,,,174,2.9,,1006.4,
2021-05-16,32.3,29.1,36.8,,,175,1.8,,1006.7,
2021-05-17,32.5,28.4,36.7,,,175,1.5,,1006.9,
2021-05-18,31.6,30,35.6,,,164,2.7,,1007.3,
2021-05-19,31,24.7,37.2,,,228,2.6,,1007.6,
2021-05-20,30.7,25.5,36.5,31.8,,225,2.2,,1007.1,
2021-05-21,31.7,27.9,36.4,0,,226,2.4,,1006.7,
2021-05-22,31.5,28,35.6,,,,2.1,,1005.9,
2021-05-23,31.7,28.1,36.7,,,223,2.9,,1005.8,
