Date,STN1126,STN0472,STN1094,STN1089,STN0171,STN0680,STN0679,STN1074,STN1075,STN1015,STN1415,STN1181,STN0481,STN1434,T12A,T7
1-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
2-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
3-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
4-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
5-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
6-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
7-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
8-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
9-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
10-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
11-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
12-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
13-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
14-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
15-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
16-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
17-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
18-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
19-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
20-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
21-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
22-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
23-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
24-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
25-01-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,33.2,33.2
26-01-13,--,--,--,--,0,10.5,6,--,--,--,--,--,54,--,0,0
27-01-13,--,--,--,--,1,0,0.5,--,--,--,--,--,0,--,0,0
28-01-13,--,--,--,--,5.5,0,0.5,--,--,--,--,--,30,--,31.2,31.2
29-01-13,--,--,--,--,34.5,10.5,15,--,--,--,--,--,0.5,--,22.2,22.2
30-01-13,--,--,--,--,0,0,0.5,--,--,--,--,--,0,--,0,0
31-01-13,--,--,--,--,1.5,0.5,0,--,--,--,--,--,0,--,10.2,10.2
1-02-13,--,--,--,--,12.5,20,33.5,--,--,--,--,--,22.5,--,0,0
2-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
3-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
4-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
5-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
6-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
7-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
8-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
9-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
10-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
11-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
12-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
13-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
14-02-13,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0
15-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
16-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
17-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
18-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
19-02-13,--,--,--,--,18.5,31,16.5,--,--,--,--,--,0,--,0,0
20-02-13,--,--,--,--,0,0,0.5,--,--,--,--,--,0,--,0,0
21-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
22-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
23-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
24-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
25-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
26-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
27-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
28-02-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
1-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
2-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
3-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,7.5,7.5
4-03-13,--,--,--,--,30.5,24.5,29.5,--,--,--,--,--,28.5,--,0,0
5-03-13,--,--,--,--,0.5,0.5,0,--,--,--,--,--,0,--,0,0
6-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
7-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
8-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
9-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
10-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
11-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
12-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
13-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
14-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
15-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
16-03-13,--,--,--,--,13,1.5,10,--,--,--,--,--,0,--,0,0
17-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
18-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
19-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
20-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
21-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
22-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
23-03-13,--,--,--,--,0,0,0,--,--,--,--,--,1,--,0,0
24-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
25-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
26-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
27-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
28-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
29-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
30-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
31-03-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
1-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
2-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
3-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
4-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0.5,--,0,0
5-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
6-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
7-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
8-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
9-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
10-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
11-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
12-04-13,--,--,--,--,3.5,0,0,--,--,--,--,--,0,--,0,0
13-04-13,--,--,--,--,0.5,0,0,--,--,--,--,--,0,--,0,0
14-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
15-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
16-04-13,--,--,--,--,0,0.5,0,--,--,--,--,--,0,--,0,0
17-04-13,--,--,--,--,9.5,1,4,--,--,--,--,--,13,--,0,0
18-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
19-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
20-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
21-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
22-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
23-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
24-04-13,--,--,--,--,0,6,7.5,--,--,--,--,--,0,--,0,0
25-04-13,--,--,--,--,0,0,0.5,--,--,--,--,--,4,--,0,0
26-04-13,--,--,--,--,14,24.5,0,--,--,--,--,--,0,--,0,0
27-04-13,--,--,--,--,1.5,2,1.5,--,--,--,--,--,1.5,--,0,0
28-04-13,--,--,--,--,0,0,0,--,--,--,--,--,3,--,0,0
29-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
30-04-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
1-05-13,--,--,--,--,0,11.5,2.5,--,--,--,--,--,0,--,0,0
2-05-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
3-05-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
4-05-13,--,--,--,--,0,0,0,--,--,--,--,--,3,--,0,0
5-05-13,--,--,--,--,0,0,0,--,--,--,--,--,10,--,0,0
6-05-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
7-05-13,--,--,--,--,6.5,0,0,--,--,--,--,--,0,--,0,0
8-05-13,--,--,--,--,19.5,51,31,--,--,--,--,--,5,--,0,0
9-05-13,--,--,--,--,0.5,2,8.5,--,--,--,--,--,0,--,0,0
10-05-13,--,--,--,--,5,7,2,--,--,--,--,--,0,--,0,0
11-05-13,--,--,--,--,1.5,13,1,--,--,--,--,--,0,--,0,0
12-05-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
13-05-13,--,--,--,--,12,6.5,49.5,--,--,--,--,--,0.5,--,2.5,2.5
14-05-13,--,--,--,--,1,0,0,--,--,--,--,--,0,--,0,0
15-05-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
16-05-13,--,--,--,--,0,1,6.5,--,--,--,--,--,0,--,0,0
17-05-13,--,--,--,--,19.5,2,16,--,--,--,--,--,0,--,0,0
18-05-13,--,--,--,--,0,5.5,0,--,--,--,--,--,0,--,0,0
19-05-13,--,--,--,--,8.5,7,2,--,--,--,--,--,0,--,0,0
20-05-13,--,--,--,--,6.5,9,16.5,--,--,--,--,--,16,--,0,0
21-05-13,--,--,--,--,0,0,5,--,--,--,--,--,0,--,0,0
22-05-13,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0
23-05-13,--,--,--,--,1.5,0,1,--,--,--,--,--,0,--,0,0
24-05-13,--,--,--,--,0.5,0,0,--,--,0,--,--,26,--,0,0
25-05-13,--,--,--,--,0.5,0,0,--,--,0,--,--,0,--,0,0
26-05-13,--,--,--,--,0,0,0,--,--,0,--,--,22.5,--,0,0
27-05-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
28-05-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
29-05-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
30-05-13,--,--,--,--,0,0,3,--,--,0,--,--,5,--,5.2,5.2
31-05-13,--,--,--,--,8,3,4,--,--,0,--,--,2,--,0,0
1-06-13,--,--,--,--,1,3,3,--,--,0,--,--,0,--,0,0
2-06-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
3-06-13,--,--,--,--,8.5,0,0,--,--,0,--,--,0,--,3.5,3.5
4-06-13,--,--,--,--,22.5,26.5,37,--,--,0,--,--,0,--,6.5,6.5
5-06-13,--,--,--,--,16.5,47,47.5,--,--,0,--,--,13.5,--,7.5,7.5
6-06-13,--,--,--,--,5,2,4.5,--,--,0,--,--,5,--,0,0
7-06-13,--,--,--,--,24.5,14,7.5,--,--,0,--,--,6.5,--,2.5,2.5
8-06-13,--,--,--,--,23.5,12,16,--,--,0,--,--,5,--,6.5,6.5
9-06-13,--,--,--,--,4.5,0.5,0,--,--,0,--,--,0,--,0,0
10-06-13,--,--,--,--,1,0,0,--,--,0,--,--,0,--,8.5,8.5
11-06-13,--,--,--,--,2.5,0,5,--,--,0,--,--,0.5,--,7.5,7.5
12-06-13,--,--,--,--,8.5,4.5,3.5,--,--,0,--,--,21,--,0,0
13-06-13,--,--,--,--,56,31,35,--,--,0,--,--,65,--,0,0
14-06-13,--,--,--,--,1.5,10,27.5,--,--,0,--,--,59,--,0,0
15-06-13,--,--,--,--,55,33.5,17.5,--,--,0,--,--,0.5,--,0,0
16-06-13,--,--,--,--,0.5,0,0.5,--,--,0,--,--,0,--,0,0
17-06-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
18-06-13,--,--,--,--,0.5,2.5,1.5,--,--,0,--,--,20,--,0,0
19-06-13,--,--,--,--,21.5,2,1,--,--,0,--,--,22.5,--,0,0
20-06-13,--,--,--,--,1,0,1,--,--,0,--,--,2.5,--,0,0
21-06-13,--,--,--,--,0.5,0,0,--,--,0,--,--,0,--,0,0
22-06-13,--,--,--,--,0.5,0,0,--,--,0,--,--,4.5,--,5.2,5.2
23-06-13,--,--,--,--,1,0,1,--,--,0,--,--,0.5,--,1.5,1.5
24-06-13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0
25-06-13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,24
26-06-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
27-06-13,--,--,--,--,18,1.5,1.5,--,--,0,--,--,1,--,0,0
28-06-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
29-06-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
30-06-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
1-07-13,--,--,--,--,0.5,0,0,--,--,0,--,--,1.5,--,0,0
2-07-13,--,--,--,--,2,0.5,0,--,--,0,--,--,0,--,0,0
3-07-13,--,--,--,--,0,0,0,--,--,0,--,--,0,--,0,0
4-07-13,--,0,--,--,0,0,0,--,--,0,--,--,1.5,--,4.5,4.5
5-07-13,--,14,--,--,7,12.5,1.5,--,--,0,--,--,21.5,--,0,0
6-07-13,--,16.5,--,--,0.5,3.5,3,--,--,0,--,--,5.5,--,2.5,2.5
7-07-13,--,19,--,--,3.5,4,2.5,--,--,--,--,--,0,--,3.5,3.5
8-07-13,--,43.5,--,--,10.5,12.5,4,--,--,--,--,--,18.5,--,17,17
9-07-13,--,0.5,--,--,37.5,13.5,7.5,--,--,--,--,--,32,--,0,0
10-07-13,--,14,--,--,21.5,10,2,--,--,--,--,--,26,--,1.4,1.4
11-07-13,--,0,--,--,0,0,0.5,--,--,--,--,--,4,--,7.8,7.8
12-07-13,--,4,--,--,16,2.5,5.5,--,--,--,--,--,8,--,1,1
13-07-13,--,0.5,--,--,0,0,0,--,--,--,--,--,2.5,--,0,0
14-07-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
15-07-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
16-07-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
17-07-13,--,0,--,--,0,0,0,--,--,--,--,--,1.5,--,0,0
18-07-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
19-07-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
20-07-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
21-07-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
22-07-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
23-07-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,23.8,23.8
24-07-13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.6,6.6
25-07-13,--,0,--,--,0,0,0.5,--,--,0,--,--,1,--,0,0
26-07-13,--,0,--,--,0,0.5,0.5,--,--,0,--,--,0.5,--,0,0
27-07-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,5.4,5.4
28-07-13,--,2,--,--,1.5,2,2,--,--,0,--,--,0.5,--,20.8,20.8
29-07-13,--,12,--,--,24.5,12.5,10,--,--,0,--,--,13,--,8.2,8.2
30-07-13,--,2.5,--,--,6,5,6.5,--,--,0,--,--,4.5,--,6.9,6.9
31-07-13,--,3.5,--,--,4,4.5,3.5,--,--,0,--,--,1.5,--,0,0
1-08-13,--,0,--,--,0.5,0.5,0.5,--,--,0,--,--,0,--,0,0
2-08-13,--,0,--,--,1.5,1,0.5,--,--,0,--,--,0,--,0,0
3-08-13,--,0,--,--,0,0,0,--,--,0,--,--,13.5,--,2.3,2.3
4-08-13,--,7,--,--,3,1,0.5,--,--,0,--,--,5.5,--,0,0
5-08-13,--,0,--,--,0,0,0,--,--,0,--,--,2,--,0,0
6-08-13,--,0.5,--,--,0,0,0,--,--,0,--,--,12.5,--,0,0
7-08-13,--,0,--,--,1.5,0,0,--,--,0,--,--,0,--,1.2,1.2
8-08-13,--,0.5,--,--,0,0,0,--,--,0,--,--,0,--,1.5,1.5
9-08-13,--,3,--,--,2,1,0.5,--,--,0,--,--,0,--,0,0
10-08-13,--,0,--,--,0,0,0,--,--,0,--,--,5,--,45.6,45.6
11-08-13,--,56.5,--,--,23,52,31,--,--,0,--,--,2,--,60.1,60.1
12-08-13,--,61.5,--,--,58.5,52.5,28,--,--,0,--,--,32,--,1.2,1.2
13-08-13,--,11,--,--,5.5,2,3,--,--,0,--,--,0.5,--,1,1
14-08-13,--,1,--,--,9.5,0.5,1,--,--,0,--,--,1,--,1.2,1.2
15-08-13,--,0,--,--,0.5,0.5,0.5,--,--,0,--,--,23,--,0,0
16-08-13,--,0,--,--,0.5,0,1,--,--,0,--,--,0,--,1,1
17-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
18-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
19-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,1,1
20-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,1,1
21-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
22-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,15.7,15.7
23-08-13,--,2,--,--,21.5,10.5,14,--,--,0,--,--,19,--,1,1
24-08-13,--,0,--,--,0.5,0,0.5,--,--,0,--,--,0,--,0,0
25-08-13,--,0,--,--,0.5,0,0,--,--,0,--,--,0,--,0,0
26-08-13,--,0,--,--,1.5,0,0,--,--,0,--,--,0,--,0,0
27-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,44.6,44.6
28-08-13,--,1,--,--,1,0,3.5,--,--,0,--,--,0.5,--,0,0
29-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
30-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
31-08-13,--,0,--,--,0,0,0,--,--,0,--,--,0.5,--,1.2,1.2
1-09-13,--,44,--,--,7.5,15.5,16.5,--,--,0,--,--,2.5,--,0,0
2-09-13,--,11,--,--,0,0,0,--,--,0,--,--,2,--,1.4,1.4
3-09-13,--,9.5,--,--,11.5,6,12,--,--,0,--,--,0,--,0,0
4-09-13,--,1.5,--,--,0,0,0,--,--,0,--,--,2,--,1,1
5-09-13,--,13,--,--,11,0.5,0,--,--,0,--,--,0,--,2.4,2.4
6-09-13,--,2.5,--,--,8,38.5,9.5,--,--,0,--,--,15.5,--,23.8,23.8
7-09-13,--,17.5,--,--,5,8.5,9.5,--,--,0,--,--,1,--,5.1,5.1
8-09-13,--,5,--,--,6.5,6,5,--,--,0,--,--,49,--,1.2,1.2
9-09-13,--,2,--,--,1.5,12,1,--,--,0,--,--,4.5,--,0,0
10-09-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
11-09-13,--,28.5,--,--,31.5,38,45,--,--,0,--,--,11.5,--,21.5,21.5
12-09-13,--,14.5,--,--,12.5,33.5,44,--,--,0,--,--,9.5,--,1,1
13-09-13,--,0,--,--,0.5,0,0,--,--,0,--,--,0.5,--,4.5,4.5
14-09-13,--,2,--,--,4,2.5,14.5,--,--,0,--,--,32.5,--,0,0
15-09-13,--,21.5,--,--,54.5,22.5,22,--,--,0,--,--,29,--,0,0
16-09-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,3.2,3.2
17-09-13,--,0,--,--,0.5,0.5,1.5,--,--,0,--,--,9.5,--,2.5,2.5
18-09-13,--,2.5,--,--,3,2,2.5,--,--,0,--,--,3,--,41.5,41.5
19-09-13,--,2,--,--,49.5,16,9.5,--,--,0,--,--,5,--,44.2,44.2
20-09-13,--,28.5,--,--,50,42.5,42.5,--,--,0,--,--,73,--,31.7,31.7
21-09-13,--,14.5,--,--,20.5,23.5,29.5,--,--,0,--,--,11,--,2.5,2.5
22-09-13,--,0.5,--,--,3.5,5.5,26,--,--,0,--,--,2.5,--,0,0
23-09-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,4.3,4.3
24-09-13,--,1,--,--,7.5,5.5,5.5,--,--,0,--,--,5,--,4.1,4.1
25-09-13,--,1.5,--,--,1,1,2.5,--,--,0,--,--,35,--,1,1
26-09-13,--,0,--,--,1,1,0.5,--,--,0,--,--,0,--,1.2,1.2
27-09-13,--,0.5,--,--,1.5,0.5,0,--,--,0,--,--,0,--,8.3,8.3
28-09-13,--,4,--,--,18.5,6.5,4.5,--,--,0,--,--,3.5,--,13.3,13.3
29-09-13,--,2.5,--,--,7,2.5,6,--,--,0,--,--,3,--,12.1,12.1
30-09-13,--,13.5,--,--,13,15,7,--,--,0,--,--,15.5,--,13.5,13.5
1-10-13,--,0.5,--,--,10,6.5,5.5,--,--,0,--,--,1,--,1,1
2-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,48.8,48.8
3-10-13,--,13,--,--,15,30.5,40,--,--,0,--,--,14.5,--,1,1
4-10-13,--,4.5,--,--,4,0.5,0,--,--,0,--,--,0,--,3.5,3.5
5-10-13,--,0,--,--,3,0.5,2,--,--,0,--,--,1.5,--,0,0
6-10-13,--,0,--,--,2,1,0,--,--,0,--,--,0,--,0,0
7-10-13,--,3,--,--,2.5,1.5,0,--,--,0,--,--,0,--,12.5,12.5
8-10-13,--,9,--,--,20,21,18,--,--,0,--,--,31,--,0,0
9-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
10-10-13,--,0,--,--,0.5,0,0,--,--,0,--,--,0,--,0,0
11-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
12-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
13-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
14-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
15-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
16-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,35.5,35.5
17-10-13,--,0.5,--,--,3.5,7.5,4.5,--,--,0,--,--,20.5,--,8.3,8.3
18-10-13,--,6,--,--,6.5,13,11.5,--,--,0,--,--,19.5,--,20.1,20.1
19-10-13,--,24.5,--,--,40,57.5,38,--,--,0,--,--,28.5,--,22.6,22.6
20-10-13,--,14.5,--,--,32,28.5,19.5,--,--,0,--,--,7.5,--,0,0
21-10-13,--,5,--,--,0,1.5,0,--,--,0,--,--,0,--,0,0
22-10-13,--,0.5,--,--,0,0,0,--,--,0,--,--,0,--,0,0
23-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
24-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
25-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
26-10-13,--,9,--,--,0,0,0,--,--,0,--,--,0,--,0,0
27-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
28-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
29-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
30-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
31-10-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
1-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0.5,--,0,0
2-11-13,--,2.5,--,--,0,0,0,--,--,1.5,--,--,0,--,0,0
3-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
4-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
5-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
6-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
7-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
8-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
9-11-13,--,5,--,--,25.5,16.5,11.5,--,--,--,--,--,17.5,--,13.3,13.3
10-11-13,--,0.5,--,--,1.5,1,1,--,--,--,--,--,0,--,4.9,4.9
11-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
12-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
13-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
14-11-13,--,0,--,--,0,0,0,--,--,--,--,--,1,--,0,0
15-11-13,--,17,--,--,23.5,28.5,4.5,--,--,--,--,--,0,--,0,0
16-11-13,--,1,--,--,0,0,0,--,--,--,--,--,0,--,3.8,3.8
17-11-13,--,6,--,--,5,4,5.5,--,--,--,--,--,5,--,0,0
18-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
19-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
20-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
21-11-13,--,0,--,--,0,0,0,--,--,--,--,--,0,--,0,0
22-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
23-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
24-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
25-11-13,--,2.5,--,--,28,7.5,4.5,--,--,0,--,--,0,--,0,0
26-11-13,--,0,--,--,0,0,0,--,--,0.5,--,--,0,--,0,0
27-11-13,--,0,--,--,0,1,0,--,--,1,--,--,0,--,0,0
28-11-13,--,0,--,--,--,0,0,--,--,0,--,--,0,--,0,0
29-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
30-11-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
1-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
2-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
3-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
4-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
5-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
6-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
7-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
8-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
9-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
10-12-13,--,0,--,--,0,0,0,--,--,0,--,--,0,--,0,0
