"HS2","HS2 ID","Section","Section ID","Trade Value","Year"
"Paints, dyes, & varnishes",632,"Chemical Products",6,101424416,2016
"Perfumery & cosmetics",633,"Chemical Products",6,130156947,2016
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,79910450,2016
"Glues, starches, & albuminoid products",635,"Chemical Products",6,23894347,2016
"Explosives, matches, & fireworks",636,"Chemical Products",6,12648172,2016
"Photo & movie goods",637,"Chemical Products",6,10420602,2016
"Chemical products n.e.s.",638,"Chemical Products",6,256383132,2016
"Plastics & articles thereof",739,"Plastics and Rubbers",7,831124421,2016
"Rubber & articles thereof",740,"Plastics and Rubbers",7,228100199,2016
"Raw hides & skin (non-fur)",841,"Animal Hides",8,6699066,2016
"Leather articles",842,"Animal Hides",8,61833513,2016
"Furskins, articifial fur, & articles",843,"Animal Hides",8,3125,2016
"Wood, wood articles, & charcoal",944,"Wood Products",9,72535855,2016
"Cork & cork articles",945,"Wood Products",9,631173,2016
"Straw & esparto manufactures",946,"Wood Products",9,582430,2016
"Wood pulp & paper scrap",1047,"Paper Goods",10,1913447,2016
"Paper articles",1048,"Paper Goods",10,470537637,2016
"Books, newspapers, & other prints",1049,"Paper Goods",10,60897950,2016
"Silk",1150,"Textiles",11,247212,2016
"Wool & animal hair",1151,"Textiles",11,1057185,2016
"Cotton",1152,"Textiles",11,125656431,2016
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,2230445,2016
"Man-made filaments",1154,"Textiles",11,140266892,2016
"Man-made staple fibres",1155,"Textiles",11,174759588,2016
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,30865752,2016
"Carpets & textile floor covers",1157,"Textiles",11,17088894,2016
"Special woven fabrics and tapestries",1158,"Textiles",11,16607147,2016
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,25075874,2016
"Knitted fabrics",1160,"Textiles",11,77066023,2016
"Knitted clothing accesories",1161,"Textiles",11,319450218,2016
"Non-knitted clothing accesories",1162,"Textiles",11,319221934,2016
"Used clothes & textile articles",1163,"Textiles",11,271975062,2016
"Footwear",1264,"Footwear and Headwear",12,246224296,2016
"Headgear",1265,"Footwear and Headwear",12,9718556,2016
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,12425647,2016
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,17853453,2016
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,52019009,2016
"Ceramic products",1369,"Stone And Glass",13,172978415,2016
"Glass & glassware",1370,"Stone And Glass",13,110681184,2016
"Precious stones, metals, & pearls",1471,"Precious Metals",14,32867629,2016
"Iron & steel",1572,"Metals",15,724863095,2016
"Iron or steel articles",1573,"Metals",15,473989015,2016
"Copper articles",1574,"Metals",15,46139975,2016
"Nickel articles",1575,"Metals",15,515400,2016
"Aluminum articles",1576,"Metals",15,204306766,2016
"Lead articles",1578,"Metals",15,11226436,2016
"Zinc articles",1579,"Metals",15,34477425,2016
"Tin articles",1580,"Metals",15,954608,2016
"Cermet articles",1581,"Metals",15,545507,2016
"Tools & cutlery",1582,"Metals",15,73438834,2016
"Miscellaneous metal products",1583,"Metals",15,102222996,2016
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1721713361,2016
"Electrical machinery and electronics",1685,"Machines",16,1702559074,2016
"Railway and trams",1786,"Transportation",17,34235766,2016
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1253614886,2016
"Aircraft and spacecraft",1788,"Transportation",17,194730714,2016
"Ships, boats, & floating structures",1789,"Transportation",17,18689656,2016
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,293821011,2016
"Clocks, watches, & parts",1891,"Instruments",18,9805600,2016
"Musical instruments",1892,"Instruments",18,2020504,2016
"Weapons",1993,"Weapons",19,35746634,2016
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,279620139,2016
"Toys, games, & sports",2095,"Miscellaneous",20,25835536,2016
"Misc. manufactures",2096,"Miscellaneous",20,73776090,2016
"Art & antiques",2197,"Arts and Antiques",21,2796286,2016
"Live animals",101,"Animal Products",1,24660160,2017
"Meat & edible offal",102,"Animal Products",1,4176915,2017
"Fish, crustaceans, & molluscs",103,"Animal Products",1,37960730,2017
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,112592541,2017
"Animal originated products, n.e.s.",105,"Animal Products",1,1166028,2017
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,5425194,2017
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,181919193,2017
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,37011160,2017
"Coffee, tea, mate & spices",209,"Vegetable Products",2,79315709,2017
"Cereals",210,"Vegetable Products",2,1059201659,2017
"Products of the milling industry",211,"Vegetable Products",2,21667847,2017
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,40382142,2017
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,3688704,2017
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,782557,2017
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,507349919,2017
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,21760026,2017
"Sugars & confectioneries",417,"Foodstuffs",4,559951479,2017
"Cocoa & cocoa preparations",418,"Foodstuffs",4,17819997,2017
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,99293487,2017
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,29023027,2017
"Miscellaneous edible preparations",421,"Foodstuffs",4,74948081,2017
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,98834725,2017
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,126484898,2017
"Tobacco & substitutes",424,"Foodstuffs",4,41620711,2017
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,105588716,2017
"Ores, slag and ash",526,"Mineral Products",5,12810122,2017
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,2892210944,2017
"Inorganic chemicals",628,"Chemical Products",6,138238576,2017
"Organic chemicals",629,"Chemical Products",6,184088709,2017
"Pharmaceutical products",630,"Chemical Products",6,518329216,2017
"Fertilizers",631,"Chemical Products",6,253581803,2017
"Paints, dyes, & varnishes",632,"Chemical Products",6,101021448,2017
"Perfumery & cosmetics",633,"Chemical Products",6,145780658,2017
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,79011407,2017
"Glues, starches, & albuminoid products",635,"Chemical Products",6,23536358,2017
"Explosives, matches, & fireworks",636,"Chemical Products",6,11356358,2017
"Photo & movie goods",637,"Chemical Products",6,7167417,2017
"Chemical products n.e.s.",638,"Chemical Products",6,282835551,2017
"Plastics & articles thereof",739,"Plastics and Rubbers",7,825673257,2017
"Rubber & articles thereof",740,"Plastics and Rubbers",7,231532947,2017
"Raw hides & skin (non-fur)",841,"Animal Hides",8,6689286,2017
"Leather articles",842,"Animal Hides",8,74494240,2017
"Furskins, articifial fur, & articles",843,"Animal Hides",8,33706,2017
"Wood, wood articles, & charcoal",944,"Wood Products",9,73021698,2017
"Cork & cork articles",945,"Wood Products",9,1560876,2017
"Straw & esparto manufactures",946,"Wood Products",9,385148,2017
"Wood pulp & paper scrap",1047,"Paper Goods",10,1609771,2017
"Paper articles",1048,"Paper Goods",10,494897803,2017
"Books, newspapers, & other prints",1049,"Paper Goods",10,80861929,2017
"Silk",1150,"Textiles",11,86262,2017
"Wool & animal hair",1151,"Textiles",11,1012804,2017
"Cotton",1152,"Textiles",11,112927908,2017
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,1679857,2017
"Man-made filaments",1154,"Textiles",11,132501374,2017
"Man-made staple fibres",1155,"Textiles",11,173521528,2017
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,59588140,2017
"Carpets & textile floor covers",1157,"Textiles",11,12852546,2017
"Special woven fabrics and tapestries",1158,"Textiles",11,17011408,2017
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,20053771,2017
"Knitted fabrics",1160,"Textiles",11,87428888,2017
"Knitted clothing accesories",1161,"Textiles",11,193867420,2017
"Non-knitted clothing accesories",1162,"Textiles",11,263147641,2017
"Used clothes & textile articles",1163,"Textiles",11,266746603,2017
"Footwear",1264,"Footwear and Headwear",12,159976750,2017
"Headgear",1265,"Footwear and Headwear",12,15515620,2017
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,6670677,2017
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,11111470,2017
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,36428010,2017
"Ceramic products",1369,"Stone And Glass",13,158320875,2017
"Glass & glassware",1370,"Stone And Glass",13,97818561,2017
"Precious stones, metals, & pearls",1471,"Precious Metals",14,38684400,2017
"Iron & steel",1572,"Metals",15,772758548,2017
"Iron or steel articles",1573,"Metals",15,374440197,2017
"Copper articles",1574,"Metals",15,43626748,2017
"Nickel articles",1575,"Metals",15,334556,2017
"Aluminum articles",1576,"Metals",15,148749469,2017
"Lead articles",1578,"Metals",15,10051516,2017
"Zinc articles",1579,"Metals",15,47874473,2017
"Tin articles",1580,"Metals",15,787147,2017
"Cermet articles",1581,"Metals",15,425900,2017
"Tools & cutlery",1582,"Metals",15,60280973,2017
"Miscellaneous metal products",1583,"Metals",15,89322277,2017
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1811414501,2017
"Electrical machinery and electronics",1685,"Machines",16,1602788464,2017
"Railway and trams",1786,"Transportation",17,428606709,2017
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1243128882,2017
"Aircraft and spacecraft",1788,"Transportation",17,233759182,2017
"Ships, boats, & floating structures",1789,"Transportation",17,44685539,2017
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,301054140,2017
"Clocks, watches, & parts",1891,"Instruments",18,6918817,2017
"Musical instruments",1892,"Instruments",18,2926637,2017
"Weapons",1993,"Weapons",19,78431630,2017
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,252879766,2017
"Toys, games, & sports",2095,"Miscellaneous",20,30956850,2017
"Misc. manufactures",2096,"Miscellaneous",20,58785001,2017
"Art & antiques",2197,"Arts and Antiques",21,806098,2017
"Live animals",101,"Animal Products",1,12849059,2018
"Meat & edible offal",102,"Animal Products",1,6209746,2018
"Fish, crustaceans, & molluscs",103,"Animal Products",1,38421123,2018
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,103197261,2018
"Animal originated products, n.e.s.",105,"Animal Products",1,1557104,2018
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,6210569,2018
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,119238466,2018
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,40891560,2018
"Coffee, tea, mate & spices",209,"Vegetable Products",2,88258416,2018
"Cereals",210,"Vegetable Products",2,863011140,2018
"Products of the milling industry",211,"Vegetable Products",2,25543403,2018
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,42816920,2018
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,4083568,2018
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,1389069,2018
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,541165584,2018
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,25514638,2018
"Sugars & confectioneries",417,"Foodstuffs",4,230427877,2018
"Cocoa & cocoa preparations",418,"Foodstuffs",4,23899749,2018
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,78614701,2018
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,33876694,2018
"Miscellaneous edible preparations",421,"Foodstuffs",4,77837336,2018
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,99946038,2018
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,143230743,2018
"Tobacco & substitutes",424,"Foodstuffs",4,58869905.00000001,2018
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,127266742,2018
"Ores, slag and ash",526,"Mineral Products",5,17071823,2018
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,3420748137,2018
"Inorganic chemicals",628,"Chemical Products",6,162014096,2018
"Organic chemicals",629,"Chemical Products",6,232156478,2018
"Pharmaceutical products",630,"Chemical Products",6,566013437,2018
"Fertilizers",631,"Chemical Products",6,219800374,2018
"Paints, dyes, & varnishes",632,"Chemical Products",6,131514996,2018
"Perfumery & cosmetics",633,"Chemical Products",6,177825538,2018
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,80041262,2018
"Glues, starches, & albuminoid products",635,"Chemical Products",6,26598548,2018
"Explosives, matches, & fireworks",636,"Chemical Products",6,17810658,2018
"Photo & movie goods",637,"Chemical Products",6,8933498,2018
"Chemical products n.e.s.",638,"Chemical Products",6,320914049,2018
"Plastics & articles thereof",739,"Plastics and Rubbers",7,974764974,2018
"Rubber & articles thereof",740,"Plastics and Rubbers",7,291913680,2018
"Raw hides & skin (non-fur)",841,"Animal Hides",8,6904537,2018
"Leather articles",842,"Animal Hides",8,74915230,2018
"Furskins, articifial fur, & articles",843,"Animal Hides",8,109954,2018
"Wood, wood articles, & charcoal",944,"Wood Products",9,117271951,2018
"Cork & cork articles",945,"Wood Products",9,2704287,2018
"Straw & esparto manufactures",946,"Wood Products",9,1317779,2018
"Wood pulp & paper scrap",1047,"Paper Goods",10,3296863,2018
"Paper articles",1048,"Paper Goods",10,574267321,2018
"Books, newspapers, & other prints",1049,"Paper Goods",10,66074285,2018
"Silk",1150,"Textiles",11,1259463,2018
"Wool & animal hair",1151,"Textiles",11,1059037,2018
"Cotton",1152,"Textiles",11,130074336,2018
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,2004254,2018
"Man-made filaments",1154,"Textiles",11,189172457,2018
"Man-made staple fibres",1155,"Textiles",11,216248220,2018
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,42992472,2018
"Carpets & textile floor covers",1157,"Textiles",11,20054710,2018
"Special woven fabrics and tapestries",1158,"Textiles",11,16764059,2018
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,25937997,2018
"Knitted fabrics",1160,"Textiles",11,103718155,2018
"Knitted clothing accesories",1161,"Textiles",11,172003379,2018
"Non-knitted clothing accesories",1162,"Textiles",11,193466758,2018
"Used clothes & textile articles",1163,"Textiles",11,265118264,2018
"Footwear",1264,"Footwear and Headwear",12,192024920,2018
"Headgear",1265,"Footwear and Headwear",12,12742984,2018
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,8767471,2018
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,14740417,2018
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,39381077,2018
"Ceramic products",1369,"Stone And Glass",13,171050162,2018
"Glass & glassware",1370,"Stone And Glass",13,104809650,2018
"Precious stones, metals, & pearls",1471,"Precious Metals",14,79513038,2018
"Iron & steel",1572,"Metals",15,947352906,2018
"Iron or steel articles",1573,"Metals",15,479837797,2018
"Copper articles",1574,"Metals",15,50440826,2018
"Nickel articles",1575,"Metals",15,576826,2018
"Aluminum articles",1576,"Metals",15,163261868,2018
"Lead articles",1578,"Metals",15,1204949,2018
"Zinc articles",1579,"Metals",15,56331203,2018
"Tin articles",1580,"Metals",15,981812,2018
"Cermet articles",1581,"Metals",15,520171,2018
"Tools & cutlery",1582,"Metals",15,74319642,2018
"Miscellaneous metal products",1583,"Metals",15,91948901,2018
"Machinery, mechanical appliances, & parts",1684,"Machines",16,2104457856,2018
"Electrical machinery and electronics",1685,"Machines",16,1840668819,2018
"Railway and trams",1786,"Transportation",17,222144168,2018
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1332183659,2018
"Aircraft and spacecraft",1788,"Transportation",17,327321485,2018
"Ships, boats, & floating structures",1789,"Transportation",17,32135469,2018
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,315393519,2018
"Clocks, watches, & parts",1891,"Instruments",18,7174385,2018
"Musical instruments",1892,"Instruments",18,3669258,2018
"Weapons",1993,"Weapons",19,98550880,2018
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,268143804,2018
"Toys, games, & sports",2095,"Miscellaneous",20,35015109,2018
"Misc. manufactures",2096,"Miscellaneous",20,66716307,2018
"Art & antiques",2197,"Arts and Antiques",21,1202125,2018
"Live animals",101,"Animal Products",1,15915926,2019
"Meat & edible offal",102,"Animal Products",1,6027053,2019
"Fish, crustaceans, & molluscs",103,"Animal Products",1,25285950,2019
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,88856414,2019
"Animal originated products, n.e.s.",105,"Animal Products",1,2046971,2019
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,6344990,2019
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,79727192,2019
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,42685949,2019
"Coffee, tea, mate & spices",209,"Vegetable Products",2,80666798,2019
"Cereals",210,"Vegetable Products",2,841171983,2019
"Products of the milling industry",211,"Vegetable Products",2,30312042,2019
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,47116390,2019
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,4440861,2019
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,851205,2019
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,441785567,2019
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,20915535,2019
"Sugars & confectioneries",417,"Foodstuffs",4,347356922,2019
"Cocoa & cocoa preparations",418,"Foodstuffs",4,23173352,2019
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,83794271,2019
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,37070102,2019
"Miscellaneous edible preparations",421,"Foodstuffs",4,83747756,2019
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,102565644,2019
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,111472802,2019
"Tobacco & substitutes",424,"Foodstuffs",4,56032496,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,102418718,2019
"Ores, slag and ash",526,"Mineral Products",5,19279934,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,3486381662,2019
"Inorganic chemicals",628,"Chemical Products",6,207298597,2019
"Organic chemicals",629,"Chemical Products",6,184282646,2019
"Pharmaceutical products",630,"Chemical Products",6,570389406,2019
"Fertilizers",631,"Chemical Products",6,239256641,2019
"Paints, dyes, & varnishes",632,"Chemical Products",6,125205853,2019
"Perfumery & cosmetics",633,"Chemical Products",6,163996662,2019
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,77902445,2019
"Glues, starches, & albuminoid products",635,"Chemical Products",6,30402568,2019
"Explosives, matches, & fireworks",636,"Chemical Products",6,8822522,2019
"Photo & movie goods",637,"Chemical Products",6,9996530,2019
"Chemical products n.e.s.",638,"Chemical Products",6,285938037,2019
"Plastics & articles thereof",739,"Plastics and Rubbers",7,928969600,2019
"Rubber & articles thereof",740,"Plastics and Rubbers",7,243255598,2019
"Raw hides & skin (non-fur)",841,"Animal Hides",8,2740370,2019
"Leather articles",842,"Animal Hides",8,70943529,2019
"Furskins, articifial fur, & articles",843,"Animal Hides",8,54630,2019
"Wood, wood articles, & charcoal",944,"Wood Products",9,100805666,2019
"Cork & cork articles",945,"Wood Products",9,147140,2019
"Straw & esparto manufactures",946,"Wood Products",9,1791366,2019
"Wood pulp & paper scrap",1047,"Paper Goods",10,10578083,2019
"Paper articles",1048,"Paper Goods",10,511257415,2019
"Books, newspapers, & other prints",1049,"Paper Goods",10,61988196,2019
"Silk",1150,"Textiles",11,215163,2019
"Wool & animal hair",1151,"Textiles",11,341681,2019
"Cotton",1152,"Textiles",11,138632879,2019
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,1774363,2019
"Man-made filaments",1154,"Textiles",11,200581238,2019
"Man-made staple fibres",1155,"Textiles",11,200046500,2019
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,36022164,2019
"Carpets & textile floor covers",1157,"Textiles",11,16961101,2019
"Special woven fabrics and tapestries",1158,"Textiles",11,19090441,2019
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,24169050,2019
"Knitted fabrics",1160,"Textiles",11,112745676,2019
"Knitted clothing accesories",1161,"Textiles",11,155865124,2019
"Non-knitted clothing accesories",1162,"Textiles",11,138539887,2019
"Used clothes & textile articles",1163,"Textiles",11,268731460,2019
"Footwear",1264,"Footwear and Headwear",12,168659425,2019
"Headgear",1265,"Footwear and Headwear",12,12897626,2019
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,9995137,2019
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,15391819,2019
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,38850984,2019
"Ceramic products",1369,"Stone And Glass",13,125881728,2019
"Glass & glassware",1370,"Stone And Glass",13,112879848,2019
"Precious stones, metals, & pearls",1471,"Precious Metals",14,72690706,2019
"Iron & steel",1572,"Metals",15,976019282,2019
"Iron or steel articles",1573,"Metals",15,395990068,2019
"Copper articles",1574,"Metals",15,54408677,2019
"Nickel articles",1575,"Metals",15,506118,2019
"Aluminum articles",1576,"Metals",15,150869010,2019
"Lead articles",1578,"Metals",15,894107,2019
"Zinc articles",1579,"Metals",15,30794997,2019
"Tin articles",1580,"Metals",15,685218,2019
"Cermet articles",1581,"Metals",15,508186,2019
"Tools & cutlery",1582,"Metals",15,69940997,2019
"Miscellaneous metal products",1583,"Metals",15,88725273,2019
"Machinery, mechanical appliances, & parts",1684,"Machines",16,1739865676,2019
"Electrical machinery and electronics",1685,"Machines",16,1687620317,2019
"Railway and trams",1786,"Transportation",17,93686404,2019
"Cars, tractors, trucks & parts thereof.",1787,"Transportation",17,1311844355,2019
"Aircraft and spacecraft",1788,"Transportation",17,280513961,2019
"Ships, boats, & floating structures",1789,"Transportation",17,303008481,2019
"Optical, photo, & film equipment; medical instruments",1890,"Instruments",18,274421474,2019
"Clocks, watches, & parts",1891,"Instruments",18,6899094,2019
"Musical instruments",1892,"Instruments",18,4077272,2019
"Weapons",1993,"Weapons",19,74880055,2019
"Furniture, bedding, lamps, & prefab buildings",2094,"Miscellaneous",20,247761376,2019
"Toys, games, & sports",2095,"Miscellaneous",20,34214075,2019
"Misc. manufactures",2096,"Miscellaneous",20,66408646,2019
"Art & antiques",2197,"Arts and Antiques",21,1929722,2019
"Live animals",101,"Animal Products",1,14668781,2020
"Meat & edible offal",102,"Animal Products",1,6928703,2020
"Fish, crustaceans, & molluscs",103,"Animal Products",1,23144627,2020
"Edible products of animal origin, n.e.s.",104,"Animal Products",1,103538797,2020
"Animal originated products, n.e.s.",105,"Animal Products",1,1342332,2020
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,"Vegetable Products",2,5879656,2020
"Edible vegetables, roots, & tubers",207,"Vegetable Products",2,75896076,2020
"Edible fruits, nuts & fruit peels",208,"Vegetable Products",2,44910399,2020
"Coffee, tea, mate & spices",209,"Vegetable Products",2,83039323,2020
"Cereals",210,"Vegetable Products",2,761674132,2020
"Products of the milling industry",211,"Vegetable Products",2,34149458,2020
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Vegetable Products",2,70056924,2020
"Natural gums, resins & other vegetable extracts",213,"Vegetable Products",2,3057484,2020
"Vegetable plaiting materials & products, n.e.s.",214,"Vegetable Products",2,799460,2020
"Animal or vegetable fats, oils, & waxes",315,"Animal and Vegetable Bi-Products",3,725229756,2020
"Preparations of fish, crustacenas, & molluscs",416,"Foodstuffs",4,25581683,2020
"Sugars & confectioneries",417,"Foodstuffs",4,309398456,2020
"Cocoa & cocoa preparations",418,"Foodstuffs",4,18243599,2020
"Preparations of cereals, flour, starch or milk",419,"Foodstuffs",4,80449229,2020
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Foodstuffs",4,36953187,2020
"Miscellaneous edible preparations",421,"Foodstuffs",4,102055479,2020
"Beverages, spirits, & vinegar",422,"Foodstuffs",4,97603533,2020
"Food residues & wastes; animal fodder",423,"Foodstuffs",4,100501286,2020
"Tobacco & substitutes",424,"Foodstuffs",4,20822586,2020
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mineral Products",5,130688998,2020
"Ores, slag and ash",526,"Mineral Products",5,6993923,2020
"Mineral fuels, mineral oils and products of their distillation",527,"Mineral Products",5,2428910252,2020
"Inorganic chemicals",628,"Chemical Products",6,164297827,2020
"Organic chemicals",629,"Chemical Products",6,229639666,2020
"Pharmaceutical products",630,"Chemical Products",6,625150178,2020
"Fertilizers",631,"Chemical Products",6,276220731,2020
"Paints, dyes, & varnishes",632,"Chemical Products",6,139923304,2020
"Perfumery & cosmetics",633,"Chemical Products",6,151285221,2020
"Soap, cleaners, candles, dental, modelling pastes",634,"Chemical Products",6,81952994,2020
"Glues, starches, & albuminoid products",635,"Chemical Products",6,28141423,2020
"Explosives, matches, & fireworks",636,"Chemical Products",6,6367406,2020
"Photo & movie goods",637,"Chemical Products",6,9748325,2020
"Chemical products n.e.s.",638,"Chemical Products",6,367481779,2020
"Plastics & articles thereof",739,"Plastics and Rubbers",7,944384651,2020
"Rubber & articles thereof",740,"Plastics and Rubbers",7,235187804,2020
"Raw hides & skin (non-fur)",841,"Animal Hides",8,2978039,2020
"Leather articles",842,"Animal Hides",8,58367369,2020
"Furskins, articifial fur, & articles",843,"Animal Hides",8,38803,2020
"Wood, wood articles, & charcoal",944,"Wood Products",9,143492785,2020
"Cork & cork articles",945,"Wood Products",9,77246,2020
"Straw & esparto manufactures",946,"Wood Products",9,1723629,2020
"Wood pulp & paper scrap",1047,"Paper Goods",10,9582390,2020
"Paper articles",1048,"Paper Goods",10,422703508,2020
"Books, newspapers, & other prints",1049,"Paper Goods",10,39177704,2020
"Silk",1150,"Textiles",11,32799,2020
"Wool & animal hair",1151,"Textiles",11,354856,2020
"Cotton",1152,"Textiles",11,104387242,2020
"Vegetable textile fibers, paper yarn & fabrics",1153,"Textiles",11,1438095,2020
"Man-made filaments",1154,"Textiles",11,171472340,2020
"Man-made staple fibres",1155,"Textiles",11,210730579,2020
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Textiles",11,33036220,2020
"Carpets & textile floor covers",1157,"Textiles",11,19854050,2020
"Special woven fabrics and tapestries",1158,"Textiles",11,18561407,2020
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles",11,20358024,2020
"Knitted fabrics",1160,"Textiles",11,99500010,2020
"Knitted clothing accesories",1161,"Textiles",11,190360102,2020
"Non-knitted clothing accesories",1162,"Textiles",11,154043190,2020
"Used clothes & textile articles",1163,"Textiles",11,261049635,2020
"Footwear",1264,"Footwear and Headwear",12,148850880,2020
"Headgear",1265,"Footwear and Headwear",12,11819022,2020
"Umbrellas, walking sticks, & whips",1266,"Footwear and Headwear",12,9702808,2020
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Footwear and Headwear",12,9707961,2020
"Stone, plaster, cement, asbestos, mica.",1368,"Stone And Glass",13,47645539,2020
"Ceramic products",1369,"Stone And Glass",13,137810725,2020
"Glass & glassware",1370,"Stone And Glass",13,98089080,2020
"Precious stones, metals, & pearls",1471,"Precious Metals",14,42979412,2020
"Iron & steel",1572,"Metals",15,1092405616,2020
