HS2,HS2 ID,Section,Section ID,Trade Value,Year
Special woven fabrics and tapestries,1158,Textiles,11,755702,2016
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,499280,2016
Knitted fabrics,1160,Textiles,11,1269887,2016
Knitted clothing accesories,1161,Textiles,11,122459640,2016
Non-knitted clothing accesories,1162,Textiles,11,219711843,2016
Used clothes & textile articles,1163,Textiles,11,36477003,2016
Footwear,1264,Footwear and Headwear,12,35430555,2016
Headgear,1265,Footwear and Headwear,12,443655,2016
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,136239,2016
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,9425803,2016
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,2745712,2016
Ceramic products,1369,Stone And Glass,13,3901939,2016
Glass & glassware,1370,Stone And Glass,13,10414877,2016
"Precious stones, metals, & pearls",1471,Precious Metals,14,23222474,2016
Iron & steel,1572,Metals,15,117552424,2016
Iron or steel articles,1573,Metals,15,55883043,2016
Copper articles,1574,Metals,15,29288641,2016
Nickel articles,1575,Metals,15,50511,2016
Aluminum articles,1576,Metals,15,32755840,2016
Lead articles,1578,Metals,15,793958,2016
Zinc articles,1579,Metals,15,2684191,2016
Tin articles,1580,Metals,15,198852,2016
Cermet articles,1581,Metals,15,94566,2016
Tools & cutlery,1582,Metals,15,3251905,2016
Miscellaneous metal products,1583,Metals,15,18801675,2016
"Machinery, mechanical appliances, & parts",1684,Machines,16,107332865,2016
Electrical machinery and electronics,1685,Machines,16,142708005,2016
Railway and trams,1786,Transportation,17,1176261,2016
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,144044754,2016
Aircraft and spacecraft,1788,Transportation,17,2184116,2016
"Ships, boats, & floating structures",1789,Transportation,17,1178947,2016
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,19665096,2016
"Clocks, watches, & parts",1891,Instruments,18,557059,2016
Musical instruments,1892,Instruments,18,151556,2016
Weapons,1993,Weapons,19,129833,2016
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,33084311,2016
"Toys, games, & sports",2095,Miscellaneous,20,12857283,2016
Misc. manufactures,2096,Miscellaneous,20,17003885,2016
Art & antiques,2197,Arts and Antiques,21,1127653,2016
Live animals,101,Animal Products,1,6494606,2017
Meat & edible offal,102,Animal Products,1,52472582,2017
"Fish, crustaceans, & molluscs",103,Animal Products,1,48914519,2017
"Edible products of animal origin, n.e.s.",104,Animal Products,1,3193526,2017
"Animal originated products, n.e.s.",105,Animal Products,1,4315290,2017
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,625374846,2017
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,191049997,2017
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,193692453,2017
"Coffee, tea, mate & spices",209,Vegetable Products,2,1744422562,2017
Cereals,210,Vegetable Products,2,33066196,2017
Products of the milling industry,211,Vegetable Products,2,3829489,2017
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,32852214,2017
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,9703682,2017
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,48396590,2017
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,99775544,2017
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,8708149,2017
Sugars & confectioneries,417,Foodstuffs,4,53163416,2017
Cocoa & cocoa preparations,418,Foodstuffs,4,5179681,2017
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,52210732,2017
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,119013263,2017
Miscellaneous edible preparations,421,Foodstuffs,4,77149050,2017
"Beverages, spirits, & vinegar",422,Foodstuffs,4,48002804,2017
Food residues & wastes; animal fodder,423,Foodstuffs,4,11609462,2017
Tobacco & substitutes,424,Foodstuffs,4,148191500,2017
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,91130961,2017
"Ores, slag and ash",526,Mineral Products,5,182874646,2017
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,340121205,2017
Inorganic chemicals,628,Chemical Products,6,89942811,2017
Organic chemicals,629,Chemical Products,6,7216918,2017
Pharmaceutical products,630,Chemical Products,6,124586247,2017
Fertilizers,631,Chemical Products,6,23641705,2017
"Paints, dyes, & varnishes",632,Chemical Products,6,25821710,2017
Perfumery & cosmetics,633,Chemical Products,6,19739844,2017
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,82438078,2017
"Glues, starches, & albuminoid products",635,Chemical Products,6,7054796,2017
"Explosives, matches, & fireworks",636,Chemical Products,6,1344047,2017
Photo & movie goods,637,Chemical Products,6,311846,2017
Chemical products n.e.s.,638,Chemical Products,6,30408605,2017
Plastics & articles thereof,739,Plastics and Rubbers,7,132348520,2017
Rubber & articles thereof,740,Plastics and Rubbers,7,7771685,2017
Raw hides & skin (non-fur),841,Animal Hides,8,102031454,2017
Leather articles,842,Animal Hides,8,2591948,2017
"Furskins, articifial fur, & articles",843,Animal Hides,8,6385,2017
"Wood, wood articles, & charcoal",944,Wood Products,9,4976463,2017
Cork & cork articles,945,Wood Products,9,11549,2017
Straw & esparto manufactures,946,Wood Products,9,2184874,2017
Wood pulp & paper scrap,1047,Paper Goods,10,1415043,2017
Paper articles,1048,Paper Goods,10,68686894,2017
"Books, newspapers, & other prints",1049,Paper Goods,10,52585472,2017
Silk,1150,Textiles,11,30950,2017
Wool & animal hair,1151,Textiles,11,6003305,2017
Cotton,1152,Textiles,11,2660701,2017
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,39175479,2017
Man-made filaments,1154,Textiles,11,457028,2017
Man-made staple fibres,1155,Textiles,11,9747982,2017
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,4809002,2017
Carpets & textile floor covers,1157,Textiles,11,2019383,2017
Special woven fabrics and tapestries,1158,Textiles,11,376464,2017
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,371825,2017
Knitted fabrics,1160,Textiles,11,724449,2017
Knitted clothing accesories,1161,Textiles,11,137971964,2017
Non-knitted clothing accesories,1162,Textiles,11,206574298,2017
Used clothes & textile articles,1163,Textiles,11,27259086,2017
Footwear,1264,Footwear and Headwear,12,32469949,2017
Headgear,1265,Footwear and Headwear,12,413154,2017
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,755689,2017
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,9730149,2017
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,3208162,2017
Ceramic products,1369,Stone And Glass,13,6231759,2017
Glass & glassware,1370,Stone And Glass,13,12116566,2017
"Precious stones, metals, & pearls",1471,Precious Metals,14,33257811,2017
Iron & steel,1572,Metals,15,109565735,2017
Iron or steel articles,1573,Metals,15,46210539,2017
Copper articles,1574,Metals,15,48372843,2017
Nickel articles,1575,Metals,15,161019,2017
Aluminum articles,1576,Metals,15,27904704,2017
Lead articles,1578,Metals,15,1112997,2017
Zinc articles,1579,Metals,15,4236545,2017
Tin articles,1580,Metals,15,257731,2017
Cermet articles,1581,Metals,15,81758,2017
Tools & cutlery,1582,Metals,15,3839902,2017
Miscellaneous metal products,1583,Metals,15,21139710,2017
"Machinery, mechanical appliances, & parts",1684,Machines,16,77398263,2017
Electrical machinery and electronics,1685,Machines,16,70434394,2017
Railway and trams,1786,Transportation,17,1240493,2017
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,57262605,2017
Aircraft and spacecraft,1788,Transportation,17,13234075,2017
"Ships, boats, & floating structures",1789,Transportation,17,5983092,2017
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,17204779,2017
"Clocks, watches, & parts",1891,Instruments,18,405742,2017
Musical instruments,1892,Instruments,18,97878,2017
Weapons,1993,Weapons,19,194153,2017
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,28632112,2017
"Toys, games, & sports",2095,Miscellaneous,20,12639589,2017
Misc. manufactures,2096,Miscellaneous,20,17949719,2017
Art & antiques,2197,Arts and Antiques,21,1589063,2017
Live animals,101,Animal Products,1,8301362,2018
Meat & edible offal,102,Animal Products,1,55376164,2018
"Fish, crustaceans, & molluscs",103,Animal Products,1,70858661,2018
"Edible products of animal origin, n.e.s.",104,Animal Products,1,13980671,2018
"Animal originated products, n.e.s.",105,Animal Products,1,3181949,2018
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,651190503,2018
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,220811646,2018
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,247001097,2018
"Coffee, tea, mate & spices",209,Vegetable Products,2,1724744443,2018
Cereals,210,Vegetable Products,2,32441533,2018
Products of the milling industry,211,Vegetable Products,2,2902667,2018
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,51920044,2018
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,10318841,2018
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,16090167,2018
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,123363162,2018
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,13727536,2018
Sugars & confectioneries,417,Foodstuffs,4,52085055,2018
Cocoa & cocoa preparations,418,Foodstuffs,4,5992121,2018
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,30778610,2018
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,115151918,2018
Miscellaneous edible preparations,421,Foodstuffs,4,94622835,2018
"Beverages, spirits, & vinegar",422,Foodstuffs,4,49133057,2018
Food residues & wastes; animal fodder,423,Foodstuffs,4,22368253,2018
Tobacco & substitutes,424,Foodstuffs,4,156134159,2018
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,79813190,2018
"Ores, slag and ash",526,Mineral Products,5,217047084,2018
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,366824839,2018
Inorganic chemicals,628,Chemical Products,6,87885154,2018
Organic chemicals,629,Chemical Products,6,6196888,2018
Pharmaceutical products,630,Chemical Products,6,142268557,2018
Fertilizers,631,Chemical Products,6,34236366,2018
"Paints, dyes, & varnishes",632,Chemical Products,6,31843649,2018
Perfumery & cosmetics,633,Chemical Products,6,27012384,2018
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,98167376,2018
"Glues, starches, & albuminoid products",635,Chemical Products,6,7096109,2018
"Explosives, matches, & fireworks",636,Chemical Products,6,3509669,2018
Photo & movie goods,637,Chemical Products,6,210525,2018
Chemical products n.e.s.,638,Chemical Products,6,39290664,2018
Plastics & articles thereof,739,Plastics and Rubbers,7,122227087,2018
Rubber & articles thereof,740,Plastics and Rubbers,7,6721505,2018
Raw hides & skin (non-fur),841,Animal Hides,8,87803716,2018
Leather articles,842,Animal Hides,8,2583189,2018
"Furskins, articifial fur, & articles",843,Animal Hides,8,3667,2018
"Wood, wood articles, & charcoal",944,Wood Products,9,15245198,2018
Cork & cork articles,945,Wood Products,9,23589,2018
Straw & esparto manufactures,946,Wood Products,9,2446552,2018
Wood pulp & paper scrap,1047,Paper Goods,10,1047333,2018
Paper articles,1048,Paper Goods,10,82028531,2018
"Books, newspapers, & other prints",1049,Paper Goods,10,70188722,2018
Silk,1150,Textiles,11,6346,2018
Wool & animal hair,1151,Textiles,11,5694164,2018
Cotton,1152,Textiles,11,2931123,2018
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,43183848,2018
Man-made filaments,1154,Textiles,11,768992,2018
Man-made staple fibres,1155,Textiles,11,11120820,2018
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,3631222,2018
Carpets & textile floor covers,1157,Textiles,11,261199,2018
Special woven fabrics and tapestries,1158,Textiles,11,413351,2018
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,376798,2018
Knitted fabrics,1160,Textiles,11,499696,2018
Knitted clothing accesories,1161,Textiles,11,168557930,2018
Non-knitted clothing accesories,1162,Textiles,11,259489837,2018
Used clothes & textile articles,1163,Textiles,11,28398178,2018
Footwear,1264,Footwear and Headwear,12,35131070,2018
Headgear,1265,Footwear and Headwear,12,295464,2018
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,241686,2018
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,7446013,2018
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,8929205,2018
Ceramic products,1369,Stone And Glass,13,7806884,2018
Glass & glassware,1370,Stone And Glass,13,12144334,2018
"Precious stones, metals, & pearls",1471,Precious Metals,14,90027435,2018
Iron & steel,1572,Metals,15,115900290,2018
Iron or steel articles,1573,Metals,15,46097998,2018
Copper articles,1574,Metals,15,46601049,2018
Nickel articles,1575,Metals,15,85951,2018
Aluminum articles,1576,Metals,15,19105733,2018
Lead articles,1578,Metals,15,1362176,2018
Zinc articles,1579,Metals,15,4538815,2018
Tin articles,1580,Metals,15,388489,2018
Cermet articles,1581,Metals,15,286838,2018
Tools & cutlery,1582,Metals,15,4234669,2018
Miscellaneous metal products,1583,Metals,15,21192207,2018
"Machinery, mechanical appliances, & parts",1684,Machines,16,159350393,2018
Electrical machinery and electronics,1685,Machines,16,88764314,2018
Railway and trams,1786,Transportation,17,4712641,2018
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,87130165,2018
Aircraft and spacecraft,1788,Transportation,17,5123690,2018
"Ships, boats, & floating structures",1789,Transportation,17,1697906,2018
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,25555531,2018
"Clocks, watches, & parts",1891,Instruments,18,377951,2018
Musical instruments,1892,Instruments,18,107242,2018
Weapons,1993,Weapons,19,13026,2018
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,26563259,2018
"Toys, games, & sports",2095,Miscellaneous,20,14293065,2018
Misc. manufactures,2096,Miscellaneous,20,14592388,2018
Art & antiques,2197,Arts and Antiques,21,2298086,2018
Live animals,101,Animal Products,1,10907238,2019
Meat & edible offal,102,Animal Products,1,74069996,2019
"Fish, crustaceans, & molluscs",103,Animal Products,1,46954049,2019
"Edible products of animal origin, n.e.s.",104,Animal Products,1,2358204,2019
"Animal originated products, n.e.s.",105,Animal Products,1,3405694,2019
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,671363314,2019
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,191099211,2019
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,217437533,2019
"Coffee, tea, mate & spices",209,Vegetable Products,2,1419453743,2019
Cereals,210,Vegetable Products,2,30357823,2019
Products of the milling industry,211,Vegetable Products,2,3336953,2019
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,58935228,2019
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,20416028,2019
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,13078359,2019
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,143327208,2019
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,10187895,2019
Sugars & confectioneries,417,Foodstuffs,4,48696039,2019
Cocoa & cocoa preparations,418,Foodstuffs,4,16095458,2019
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,18964230,2019
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,125999115,2019
Miscellaneous edible preparations,421,Foodstuffs,4,96463479,2019
"Beverages, spirits, & vinegar",422,Foodstuffs,4,34698159,2019
Food residues & wastes; animal fodder,423,Foodstuffs,4,24728535,2019
Tobacco & substitutes,424,Foodstuffs,4,142681171,2019
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,67103729,2019
"Ores, slag and ash",526,Mineral Products,5,250472702,2019
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,424008021,2019
Inorganic chemicals,628,Chemical Products,6,82072128,2019
Organic chemicals,629,Chemical Products,6,6239975,2019
Pharmaceutical products,630,Chemical Products,6,124910706,2019
Fertilizers,631,Chemical Products,6,24040403,2019
"Paints, dyes, & varnishes",632,Chemical Products,6,28051293,2019
Perfumery & cosmetics,633,Chemical Products,6,34217525,2019
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,104702686,2019
"Glues, starches, & albuminoid products",635,Chemical Products,6,7279617,2019
"Explosives, matches, & fireworks",636,Chemical Products,6,5732153,2019
Photo & movie goods,637,Chemical Products,6,161427,2019
Chemical products n.e.s.,638,Chemical Products,6,37580456,2019
Plastics & articles thereof,739,Plastics and Rubbers,7,115381423,2019
Rubber & articles thereof,740,Plastics and Rubbers,7,6265851,2019
Raw hides & skin (non-fur),841,Animal Hides,8,37916997,2019
Leather articles,842,Animal Hides,8,3856909,2019
"Furskins, articifial fur, & articles",843,Animal Hides,8,12531,2019
"Wood, wood articles, & charcoal",944,Wood Products,9,12632782,2019
Cork & cork articles,945,Wood Products,9,16743,2019
Straw & esparto manufactures,946,Wood Products,9,1955830,2019
Wood pulp & paper scrap,1047,Paper Goods,10,566118,2019
Paper articles,1048,Paper Goods,10,80646158,2019
"Books, newspapers, & other prints",1049,Paper Goods,10,33659775,2019
Silk,1150,Textiles,11,162120,2019
Wool & animal hair,1151,Textiles,11,3696814,2019
Cotton,1152,Textiles,11,7655777,2019
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,40898037,2019
Man-made filaments,1154,Textiles,11,572532,2019
Man-made staple fibres,1155,Textiles,11,10607829,2019
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,5999447,2019
Carpets & textile floor covers,1157,Textiles,11,329064,2019
Special woven fabrics and tapestries,1158,Textiles,11,404993,2019
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,563718,2019
Knitted fabrics,1160,Textiles,11,574546,2019
Knitted clothing accesories,1161,Textiles,11,127193243,2019
Non-knitted clothing accesories,1162,Textiles,11,245427032,2019
Used clothes & textile articles,1163,Textiles,11,29138247,2019
Footwear,1264,Footwear and Headwear,12,38646801,2019
Headgear,1265,Footwear and Headwear,12,348621,2019
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,143766,2019
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,12609959,2019
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,7230587,2019
Ceramic products,1369,Stone And Glass,13,7096649,2019
Glass & glassware,1370,Stone And Glass,13,14638738,2019
"Precious stones, metals, & pearls",1471,Precious Metals,14,364599114,2019
Iron & steel,1572,Metals,15,142830828,2019
Iron or steel articles,1573,Metals,15,47398713,2019
Copper articles,1574,Metals,15,36195895,2019
Nickel articles,1575,Metals,15,26287,2019
Aluminum articles,1576,Metals,15,20020152,2019
Lead articles,1578,Metals,15,2199097,2019
Zinc articles,1579,Metals,15,2264241,2019
Tin articles,1580,Metals,15,420054,2019
Cermet articles,1581,Metals,15,214945,2019
Tools & cutlery,1582,Metals,15,4572622,2019
Miscellaneous metal products,1583,Metals,15,22245027,2019
"Machinery, mechanical appliances, & parts",1684,Machines,16,168734184,2019
Electrical machinery and electronics,1685,Machines,16,79658441,2019
Railway and trams,1786,Transportation,17,3122691,2019
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,88519360,2019
Aircraft and spacecraft,1788,Transportation,17,12882975,2019
"Ships, boats, & floating structures",1789,Transportation,17,9509186,2019
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,24284335,2019
"Clocks, watches, & parts",1891,Instruments,18,313764,2019
Musical instruments,1892,Instruments,18,188772,2019
Weapons,1993,Weapons,19,26846,2019
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,20958627,2019
"Toys, games, & sports",2095,Miscellaneous,20,14712601,2019
Misc. manufactures,2096,Miscellaneous,20,20746511,2019
Art & antiques,2197,Arts and Antiques,21,1205974,2019
Live animals,101,Animal Products,1,7768599,2020
Meat & edible offal,102,Animal Products,1,84716036,2020
"Fish, crustaceans, & molluscs",103,Animal Products,1,32326784,2020
"Edible products of animal origin, n.e.s.",104,Animal Products,1,2121585,2020
"Animal originated products, n.e.s.",105,Animal Products,1,2531023,2020
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,661806035,2020
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,255910266,2020
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,265679291,2020
"Coffee, tea, mate & spices",209,Vegetable Products,2,1457919418,2020
Cereals,210,Vegetable Products,2,42492905,2020
Products of the milling industry,211,Vegetable Products,2,3679194,2020
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,67424619,2020
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,22441043,2020
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,1414138,2020
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,196689174,2020
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,8659711,2020
Sugars & confectioneries,417,Foodstuffs,4,56261268,2020
Cocoa & cocoa preparations,418,Foodstuffs,4,18234630,2020
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,36332056,2020
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,145495933,2020
Miscellaneous edible preparations,421,Foodstuffs,4,116690303,2020
"Beverages, spirits, & vinegar",422,Foodstuffs,4,31168073,2020
Food residues & wastes; animal fodder,423,Foodstuffs,4,27539826,2020
Tobacco & substitutes,424,Foodstuffs,4,154618946,2020
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,86262705,2020
"Ores, slag and ash",526,Mineral Products,5,277501786,2020
"Mineral fuels, mineral oils and products of their distillation",527,Mineral Products,5,315810192,2020
Inorganic chemicals,628,Chemical Products,6,72389759,2020
Organic chemicals,629,Chemical Products,6,8500996,2020
Pharmaceutical products,630,Chemical Products,6,131586048,2020
Fertilizers,631,Chemical Products,6,25016326,2020
"Paints, dyes, & varnishes",632,Chemical Products,6,25873456,2020
Perfumery & cosmetics,633,Chemical Products,6,37025429,2020
"Soap, cleaners, candles, dental, modelling pastes",634,Chemical Products,6,116228481,2020
"Glues, starches, & albuminoid products",635,Chemical Products,6,7075502,2020
"Explosives, matches, & fireworks",636,Chemical Products,6,7395697,2020
Photo & movie goods,637,Chemical Products,6,285192,2020
Chemical products n.e.s.,638,Chemical Products,6,48317261,2020
Plastics & articles thereof,739,Plastics and Rubbers,7,120319656,2020
Rubber & articles thereof,740,Plastics and Rubbers,7,5162315,2020
Raw hides & skin (non-fur),841,Animal Hides,8,24272893,2020
Leather articles,842,Animal Hides,8,2411355,2020
"Furskins, articifial fur, & articles",843,Animal Hides,8,17775,2020
"Wood, wood articles, & charcoal",944,Wood Products,9,12280846,2020
Cork & cork articles,945,Wood Products,9,134240,2020
Straw & esparto manufactures,946,Wood Products,9,3527981,2020
Wood pulp & paper scrap,1047,Paper Goods,10,456717,2020
Paper articles,1048,Paper Goods,10,78814935,2020
"Books, newspapers, & other prints",1049,Paper Goods,10,47390012,2020
Silk,1150,Textiles,11,388,2020
Wool & animal hair,1151,Textiles,11,1845729,2020
Cotton,1152,Textiles,11,2581541,2020
"Vegetable textile fibers, paper yarn & fabrics",1153,Textiles,11,48105573,2020
Man-made filaments,1154,Textiles,11,530126,2020
Man-made staple fibres,1155,Textiles,11,12057266,2020
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Textiles,11,9175278,2020
Carpets & textile floor covers,1157,Textiles,11,255298,2020
Special woven fabrics and tapestries,1158,Textiles,11,354499,2020
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles,11,297141,2020
Knitted fabrics,1160,Textiles,11,629483,2020
Knitted clothing accesories,1161,Textiles,11,124793540,2020
Non-knitted clothing accesories,1162,Textiles,11,223006227,2020
Used clothes & textile articles,1163,Textiles,11,30438201,2020
Footwear,1264,Footwear and Headwear,12,40440247,2020
Headgear,1265,Footwear and Headwear,12,435761,2020
"Umbrellas, walking sticks, & whips",1266,Footwear and Headwear,12,208700,2020
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Footwear and Headwear,12,10242208,2020
"Stone, plaster, cement, asbestos, mica.",1368,Stone And Glass,13,3537573,2020
Ceramic products,1369,Stone And Glass,13,10368250,2020
Glass & glassware,1370,Stone And Glass,13,14139901,2020
"Precious stones, metals, & pearls",1471,Precious Metals,14,434598276,2020
Iron & steel,1572,Metals,15,147054426,2020
Iron or steel articles,1573,Metals,15,46465600,2020
Copper articles,1574,Metals,15,38056904,2020
Nickel articles,1575,Metals,15,9812,2020
Aluminum articles,1576,Metals,15,21978866,2020
Lead articles,1578,Metals,15,1952112,2020
Zinc articles,1579,Metals,15,3574091,2020
Tin articles,1580,Metals,15,396540,2020
Cermet articles,1581,Metals,15,58068,2020
Tools & cutlery,1582,Metals,15,2622489,2020
Miscellaneous metal products,1583,Metals,15,15937934,2020
"Machinery, mechanical appliances, & parts",1684,Machines,16,89682624,2020
Electrical machinery and electronics,1685,Machines,16,69589200,2020
Railway and trams,1786,Transportation,17,3608578,2020
"Cars, tractors, trucks & parts thereof.",1787,Transportation,17,44791577,2020
Aircraft and spacecraft,1788,Transportation,17,6582352,2020
"Ships, boats, & floating structures",1789,Transportation,17,6697953,2020
"Optical, photo, & film equipment; medical instruments",1890,Instruments,18,23355236,2020
"Clocks, watches, & parts",1891,Instruments,18,221063,2020
Musical instruments,1892,Instruments,18,81300,2020
Weapons,1993,Weapons,19,373201,2020
"Furniture, bedding, lamps, & prefab buildings",2094,Miscellaneous,20,23793792,2020
"Toys, games, & sports",2095,Miscellaneous,20,20658222,2020
Misc. manufactures,2096,Miscellaneous,20,14287144,2020
Art & antiques,2197,Arts and Antiques,21,1060881,2020
Live animals,101,Animal Products,1,16565668,2021
Meat & edible offal,102,Animal Products,1,83265729,2021
"Fish, crustaceans, & molluscs",103,Animal Products,1,34992490,2021
"Edible products of animal origin, n.e.s.",104,Animal Products,1,4315575,2021
"Animal originated products, n.e.s.",105,Animal Products,1,1200030,2021
"Live trees, plants, bulbs, cut flowers, & ornamental foliage",206,Vegetable Products,2,854004461,2021
"Edible vegetables, roots, & tubers",207,Vegetable Products,2,310107502,2021
"Edible fruits, nuts & fruit peels",208,Vegetable Products,2,299502768,2021
"Coffee, tea, mate & spices",209,Vegetable Products,2,1495232427,2021
Cereals,210,Vegetable Products,2,36872982,2021
Products of the milling industry,211,Vegetable Products,2,7935147,2021
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,Vegetable Products,2,83764119,2021
"Natural gums, resins & other vegetable extracts",213,Vegetable Products,2,18744312,2021
"Vegetable plaiting materials & products, n.e.s.",214,Vegetable Products,2,394569,2021
"Animal or vegetable fats, oils, & waxes",315,Animal and Vegetable Bi-Products,3,224783178,2021
"Preparations of fish, crustacenas, & molluscs",416,Foodstuffs,4,8191456,2021
Sugars & confectioneries,417,Foodstuffs,4,66445096,2021
Cocoa & cocoa preparations,418,Foodstuffs,4,13100614,2021
"Preparations of cereals, flour, starch or milk",419,Foodstuffs,4,30725413,2021
"Preparations of vegetables, fruit, nuts or other plant parts",420,Foodstuffs,4,120626086,2021
Miscellaneous edible preparations,421,Foodstuffs,4,134964276,2021
"Beverages, spirits, & vinegar",422,Foodstuffs,4,38654344,2021
Food residues & wastes; animal fodder,423,Foodstuffs,4,25103077,2021
Tobacco & substitutes,424,Foodstuffs,4,136696546,2021
"Salt, sulphur, cement, lime, stone, & plaster",525,Mineral Products,5,163560918,2021
