"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
6,"Chemical Products",629,"Organic chemicals",62925,"Carboxyimide Compounds",317483
6,"Chemical Products",629,"Organic chemicals",62926,"Nitrile Compounds",7417.999999999999
6,"Chemical Products",629,"Organic chemicals",62927,"Diazo, Azo or Aoxy Compounds",881
6,"Chemical Products",629,"Organic chemicals",62928,"Hydrazine or Hydroxylamine Derivatives",49448
6,"Chemical Products",629,"Organic chemicals",62929,"Other Nitrogen Compounds",246502
6,"Chemical Products",629,"Organic chemicals",62930,"Organo-Sulfur Compounds",8636
6,"Chemical Products",629,"Organic chemicals",62931,"Other Organo-Inorganic Compounds",8833
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",526549
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",249681
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",47436
6,"Chemical Products",629,"Organic chemicals",62935,"Sulfonamides",300
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",690643
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",36890
6,"Chemical Products",629,"Organic chemicals",62938,"Glycosides",8976
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",77039
6,"Chemical Products",629,"Organic chemicals",62940,"Chemically Pure Sugars",20385
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",51457
6,"Chemical Products",629,"Organic chemicals",62942,"Other Organic Compounds",81763
6,"Chemical Products",630,"Pharmaceutical products",63001,"Glands and Other Organs",58511
6,"Chemical Products",630,"Pharmaceutical products",63002,"Vaccines, blood, antisera, toxins and cultures",5219766
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",790204
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",98308656
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",571630
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",1026719
6,"Chemical Products",631,"Fertilizers",63101,"Animal or Vegetable Fertilizers",725807
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",784233
6,"Chemical Products",631,"Fertilizers",63103,"Phosphatic Fertilizers",4565876.999999999
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",378440
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",36350909
6,"Chemical Products",632,"Paints, dyes, & varnishes",63201,"Vegetable Tanning Extracts",3136
6,"Chemical Products",632,"Paints, dyes, & varnishes",63202,"Synthetic Tanning Extracts",18921
6,"Chemical Products",632,"Paints, dyes, & varnishes",63203,"Vegetable or Animal Dyes",4238515
6,"Chemical Products",632,"Paints, dyes, & varnishes",63204,"Synthetic Coloring Matter",904359
6,"Chemical Products",632,"Paints, dyes, & varnishes",63205,"Lake Pigments",7956
6,"Chemical Products",632,"Paints, dyes, & varnishes",63206,"Other Coloring Matter",1627031
6,"Chemical Products",632,"Paints, dyes, & varnishes",63207,"Prepared Pigments",128963
6,"Chemical Products",632,"Paints, dyes, & varnishes",63208,"Nonaqueous Paints",2931610
6,"Chemical Products",632,"Paints, dyes, & varnishes",63209,"Aqueous Paints",9757386
6,"Chemical Products",632,"Paints, dyes, & varnishes",63210,"Other Paints",1225570
6,"Chemical Products",632,"Paints, dyes, & varnishes",63211,"Prepared Paint Driers",191484
6,"Chemical Products",632,"Paints, dyes, & varnishes",63212,"Nonaqueous Pigments",1198807
6,"Chemical Products",632,"Paints, dyes, & varnishes",63213,"Artistry Paints",998
6,"Chemical Products",632,"Paints, dyes, & varnishes",63214,"Glaziers Putty",3785123
6,"Chemical Products",632,"Paints, dyes, & varnishes",63215,"Ink",3910432
6,"Chemical Products",633,"Perfumery & cosmetics",63301,"Essential Oils",14893307
6,"Chemical Products",633,"Perfumery & cosmetics",63302,"Scented Mixtures",1275769
6,"Chemical Products",633,"Perfumery & cosmetics",63303,"Perfumes",342732
6,"Chemical Products",633,"Perfumery & cosmetics",63304,"Beauty Products",16020317
6,"Chemical Products",633,"Perfumery & cosmetics",63305,"Hair Products",4174219
6,"Chemical Products",633,"Perfumery & cosmetics",63306,"Dental Products",2052245
6,"Chemical Products",633,"Perfumery & cosmetics",63307,"Shaving Products",3273187
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63401,"Soap",100484976
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63402,"Cleaning Products",39674938
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63403,"Lubricating Products",2095743
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63404,"Waxes",123485.99999999999
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63405,"Polishes and Creams",7469959
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63406,"Candles",195636
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63407,"Pastes and Waxes",8003
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63501,"Casein",127449
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63502,"Water Soluble Proteins",39
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63503,"Gelatin",507901
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63504,"Peptones",10385
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63505,"Dextrins",4716134
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63506,"Glues",7067411
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63507,"Enzymes",229358
6,"Chemical Products",636,"Explosives, matches, & fireworks",63601,"Propellant Powders",13.999999999999998
6,"Chemical Products",636,"Explosives, matches, & fireworks",63602,"Prepared Explosives",246927.99999999997
6,"Chemical Products",636,"Explosives, matches, & fireworks",63603,"Detonating Fuses",126871.00000000001
6,"Chemical Products",636,"Explosives, matches, & fireworks",63604,"Fireworks",3762
6,"Chemical Products",636,"Explosives, matches, & fireworks",63605,"Matches",9102354
6,"Chemical Products",636,"Explosives, matches, & fireworks",63606,"Pyrophoric Alloys",7615
6,"Chemical Products",637,"Photo & movie goods",63701,"Photographic Plates",199507
6,"Chemical Products",637,"Photo & movie goods",63702,"Photographic Film",467
6,"Chemical Products",637,"Photo & movie goods",63707,"Photographic Chemicals",80744
6,"Chemical Products",638,"Chemical products n.e.s.",63801,"Artificial Graphite",9256
6,"Chemical Products",638,"Chemical products n.e.s.",63802,"Activated Carbon",109138
6,"Chemical Products",638,"Chemical products n.e.s.",63805,"Turpentine",296345
6,"Chemical Products",638,"Chemical products n.e.s.",63806,"Rosin",55773
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",20384145
6,"Chemical Products",638,"Chemical products n.e.s.",63809,"Dyeing Finishing Agents",187467
6,"Chemical Products",638,"Chemical products n.e.s.",63810,"Metal Pickling Preparations",4288
6,"Chemical Products",638,"Chemical products n.e.s.",63811,"Antiknock",775269
6,"Chemical Products",638,"Chemical products n.e.s.",63812,"Prepared Rubber Accelerators",40534
6,"Chemical Products",638,"Chemical products n.e.s.",63813,"Fire Extinguishers Preparations",21471
6,"Chemical Products",638,"Chemical products n.e.s.",63814,"Organic Composite Solvents",2954783.9999999995
6,"Chemical Products",638,"Chemical products n.e.s.",63815,"Reaction and Catalytic Products",277414
6,"Chemical Products",638,"Chemical products n.e.s.",63816,"Refractory Cements",120816
6,"Chemical Products",638,"Chemical products n.e.s.",63818,"Disc Chemicals for Electronics",6108
6,"Chemical Products",638,"Chemical products n.e.s.",63819,"Hydraulic Brake Fluid",112980
6,"Chemical Products",638,"Chemical products n.e.s.",63820,"Antifreeze",523311.00000000006
6,"Chemical Products",638,"Chemical products n.e.s.",63821,"Micro-Organism Culture Preparations",101801
6,"Chemical Products",638,"Chemical products n.e.s.",63822,"Laboratory Reagents",153980
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",6964865
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73901,"Ethylene Polymers",6307687
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73902,"Propylene Polymers",839932
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73903,"Styrene Polymers",1392726
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73904,"Vinyl Chloride Polymers",1897992
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73905,"Other Vinyl Polymers",1393691
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73906,"Acrylic Polymers",1226593
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73907,"Polyacetals",9669746
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73908,"Polyamides",53246
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73909,"Amino-resins",306311
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73910,"Silicone",397266
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73911,"Petroleum Resins",219009
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73912,"Cellulose",1177580
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73913,"Natural Polymers",101718
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73914,"Polymer Ion-Exchangers",15863
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73915,"Scrap Plastic",5350462
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73916,"Monofilament",59334
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73917,"Plastic Pipes",13437366
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73918,"Plastic Floor Coverings",442223
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73919,"Self-adhesive Plastics",2966728
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73920,"Raw Plastic Sheeting",20428638
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73921,"Other Plastic Sheetings",2619095
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73922,"Plastic Wash Basins",3154822
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73923,"Plastic Lids",53400386
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73924,"Plastic Housewares",10808320
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73925,"Plastic Building Materials",4449742
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73926,"Other Plastic Products",4803705
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74001,"Rubber",3919.9999999999995
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74002,"Synthetic Rubber",442374
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74003,"Reclaimed Rubber",9290
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74004,"Scrap Rubber",2993
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74005,"Compounded Unvulcanised Rubber",112555
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74006,"Unvulcanised Rubber Products",448
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74007,"Rubber Thread",8200
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74008,"Rubber Sheets",30228
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74009,"Rubber Pipes",105076
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74010,"Rubber Belting",126852
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74011,"Rubber Tires",3063868
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74012,"Used Rubber Tires",81910
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74013,"Rubber Inner Tubes",384209.00000000006
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74014,"Pharmaceutical Rubber Products",205983.00000000003
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74015,"Rubber Apparel",266442
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74016,"Other Rubber Products",1091408
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74017,"Hard Rubber",43978
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84101,"Equine and Bovine Hides",8110977
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84102,"Sheep Hides",121894
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84103,"Other Hides and Skins",1597286
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84104,"Tanned Equine and Bovine Hides",10435258
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84105,"Tanned Sheep Hides",5338474
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84106,"Tanned Goat Hides",7767520
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84107,"Leather of Other Animals",426035
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84109,"Patent Leather",1883.9999999999998
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84110,"Leather Waste",60558
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84111,"Leather Sheets",27722
8,"Animal Hides",842,"Leather articles",84201,"Saddlery",515181
8,"Animal Hides",842,"Leather articles",84202,"Trunks and Cases",3630926
8,"Animal Hides",842,"Leather articles",84203,"Leather Apparel",337969
8,"Animal Hides",842,"Leather articles",84205,"Other Leather Articles",151957
8,"Animal Hides",842,"Leather articles",84206,"Articles of Gut",4
8,"Animal Hides",843,"Furskins, articifial fur, & articles",84303,"Furskin Apparel",31605.999999999996
9,"Wood Products",944,"Wood, wood articles, & charcoal",94401,"Fuel Wood",249
9,"Wood Products",944,"Wood, wood articles, & charcoal",94402,"Wood Charcoal",10058
9,"Wood Products",944,"Wood, wood articles, & charcoal",94403,"Rough Wood",4316874
9,"Wood Products",944,"Wood, wood articles, & charcoal",94404,"Wood Stakes",31776.999999999996
9,"Wood Products",944,"Wood, wood articles, & charcoal",94407,"Sawn Wood",1201884
9,"Wood Products",944,"Wood, wood articles, & charcoal",94408,"Veneer Sheets",867139
9,"Wood Products",944,"Wood, wood articles, & charcoal",94409,"Shaped Wood",17030
9,"Wood Products",944,"Wood, wood articles, & charcoal",94410,"Particle Board",485799
9,"Wood Products",944,"Wood, wood articles, & charcoal",94411,"Wood Fiberboard",6897760
9,"Wood Products",944,"Wood, wood articles, & charcoal",94412,"Plywood",107452
9,"Wood Products",944,"Wood, wood articles, & charcoal",94413,"Densified Wood",4012
9,"Wood Products",944,"Wood, wood articles, & charcoal",94414,"Wood Frames",8598
9,"Wood Products",944,"Wood, wood articles, & charcoal",94415,"Wood Crates",82791
9,"Wood Products",944,"Wood, wood articles, & charcoal",94417,"Wooden Tool Handles",2543
9,"Wood Products",944,"Wood, wood articles, & charcoal",94418,"Wood Carpentry",132967
9,"Wood Products",944,"Wood, wood articles, & charcoal",94419,"Wood Kitchenware",175230
9,"Wood Products",944,"Wood, wood articles, & charcoal",94420,"Wood Ornaments",553436
9,"Wood Products",944,"Wood, wood articles, & charcoal",94421,"Other Wood Articles",156175
9,"Wood Products",945,"Cork & cork articles",94501,"Raw Cork",350
9,"Wood Products",945,"Cork & cork articles",94503,"Natural Cork Articles",6583
9,"Wood Products",945,"Cork & cork articles",94504,"Agglomerated Cork",20215
9,"Wood Products",946,"Straw & esparto manufactures",94601,"Plaiting Products",1423076
9,"Wood Products",946,"Straw & esparto manufactures",94602,"Basketwork",2495105
10,"Paper Goods",1047,"Wood pulp & paper scrap",104703,"Sulfate Chemical Woodpulp",129330
10,"Paper Goods",1047,"Wood pulp & paper scrap",104705,"Semi chemical Woodpulp",2557
10,"Paper Goods",1047,"Wood pulp & paper scrap",104706,"Recovered Paper Pulp",1989
10,"Paper Goods",1047,"Wood pulp & paper scrap",104707,"Recovered Paper",1299408
10,"Paper Goods",1048,"Paper articles",104801,"Newsprint",109823
10,"Paper Goods",1048,"Paper articles",104802,"Uncoated Paper",1031541
10,"Paper Goods",1048,"Paper articles",104803,"Tissue",548471
10,"Paper Goods",1048,"Paper articles",104804,"Kraft Paper",1888833
10,"Paper Goods",1048,"Paper articles",104805,"Other Uncoated Paper",9534573
10,"Paper Goods",1048,"Paper articles",104806,"Vegetable Parchment",6490
10,"Paper Goods",1048,"Paper articles",104807,"Composite Paper",6134
10,"Paper Goods",1048,"Paper articles",104808,"Corrugated Paper",156850
10,"Paper Goods",1048,"Paper articles",104809,"Carbon Paper",12523
10,"Paper Goods",1048,"Paper articles",104810,"Kaolin Coated Paper",1144881
10,"Paper Goods",1048,"Paper articles",104811,"Cellulose Fibers Paper",14251777
10,"Paper Goods",1048,"Paper articles",104812,"Paper Pulp Filter Blocks",924
10,"Paper Goods",1048,"Paper articles",104813,"Cigarette Paper",977289
10,"Paper Goods",1048,"Paper articles",104814,"Wallpaper",35745
10,"Paper Goods",1048,"Paper articles",104816,"Other Carbon Paper",2889
10,"Paper Goods",1048,"Paper articles",104817,"Letter Stock",350060
10,"Paper Goods",1048,"Paper articles",104818,"Toilet Paper",17646410
10,"Paper Goods",1048,"Paper articles",104819,"Paper Containers",23352192
10,"Paper Goods",1048,"Paper articles",104820,"Paper Notebooks",13567682
10,"Paper Goods",1048,"Paper articles",104821,"Paper Labels",12015745
10,"Paper Goods",1048,"Paper articles",104822,"Paper Spools",104710
10,"Paper Goods",1048,"Paper articles",104823,"Shaped Paper",488982
10,"Paper Goods",1049,"Books, newspapers, & other prints",104901,"Brochures",8918428
10,"Paper Goods",1049,"Books, newspapers, & other prints",104902,"Newspapers",780061
10,"Paper Goods",1049,"Books, newspapers, & other prints",104903,"Children's Picture Books",1130
10,"Paper Goods",1049,"Books, newspapers, & other prints",104905,"Maps",17960
10,"Paper Goods",1049,"Books, newspapers, & other prints",104906,"Architectural Plans",544
10,"Paper Goods",1049,"Books, newspapers, & other prints",104907,"Documents of title (bonds etc) and unused stamps",26432385
10,"Paper Goods",1049,"Books, newspapers, & other prints",104908,"Decals",7777
10,"Paper Goods",1049,"Books, newspapers, & other prints",104909,"Postcards",54423
10,"Paper Goods",1049,"Books, newspapers, & other prints",104910,"Calendars",119355
10,"Paper Goods",1049,"Books, newspapers, & other prints",104911,"Other Printed Material",10248706
11,"Textiles",1150,"Silk",115007,"Silk Fabrics",996692
11,"Textiles",1151,"Wool & animal hair",115101,"Wool",3580974
11,"Textiles",1151,"Wool & animal hair",115102,"Animal Hair",1123
11,"Textiles",1151,"Wool & animal hair",115105,"Prepared Wool or Animal Hair",9169
11,"Textiles",1151,"Wool & animal hair",115107,"Non-Retail Combed Wool Yarn",365.99999999999994
11,"Textiles",1151,"Wool & animal hair",115109,"Retail Wool or Animal Hair Yarn",3313
11,"Textiles",1151,"Wool & animal hair",115110,"Horsehair Yarn",551
11,"Textiles",1151,"Wool & animal hair",115111,"Carded Wool or Animal Hair Fabric",659
11,"Textiles",1151,"Wool & animal hair",115112,"Combed Wool or Animal Hair Fabric",1241
11,"Textiles",1152,"Cotton",115201,"Raw Cotton",361321
11,"Textiles",1152,"Cotton",115202,"Cotton Waste",3580
11,"Textiles",1152,"Cotton",115204,"Cotton Sewing Thread",71801
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",45407
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",15
11,"Textiles",1152,"Cotton",115207,"Retail Cotton Yarn",19378
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",994248
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",112464
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",35479
11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",47808
11,"Textiles",1152,"Cotton",115212,"Other Cotton Fabrics",1297978
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115301,"Flax Fibers",23266
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115303,"Jute and Other Textile Fibers",2512820
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115305,"Coconut and Other Vegetable Fibers",54460453.00000001
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115306,"Flax Yarn",19079
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115308,"Other Vegetable Fibers Yarn",24375702.999999996
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115309,"Flax Woven Fabric",101539.99999999999
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115310,"Jute Woven Fabric",51355
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115311,"Other Vegetable Fibers Fabric",3137
11,"Textiles",1154,"Man-made filaments",115401,"Artificial Filament Sewing Thread",150968
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",6436058
11,"Textiles",1154,"Man-made filaments",115404,"Synthetic Monofilament",1741.0000000000002
11,"Textiles",1154,"Man-made filaments",115405,"Artificial Monofilament",88.00000000000001
11,"Textiles",1154,"Man-made filaments",115406,"Retail Artificial Filament Yarn",22.000000000000004
11,"Textiles",1154,"Man-made filaments",115407,"Synthetic Filament Yarn Woven Fabric",679320
11,"Textiles",1154,"Man-made filaments",115408,"Artificial Filament Yarn Woven Fabric",3031
11,"Textiles",1155,"Man-made staple fibres",115501,"Synthetic Filament Tow",409232
11,"Textiles",1155,"Man-made staple fibres",115503,"Unprocessed Synthetic Staple Fibers",178393
11,"Textiles",1155,"Man-made staple fibres",115506,"Processed Synthetic Staple Fibers",84724
11,"Textiles",1155,"Man-made staple fibres",115508,"Non-Retail Artificial Staple Fibers Sewing Thread",10008
11,"Textiles",1155,"Man-made staple fibres",115509,"Non-Retail Synthetic Staple Fibers Yarn",1215234
11,"Textiles",1155,"Man-made staple fibres",115510,"Non-Retail Artificial Staple Fibers Yarn",184741
11,"Textiles",1155,"Man-made staple fibres",115511,"Retail Artificial Staple Fibers Yarn",5870980
11,"Textiles",1155,"Man-made staple fibres",115512,"Synthetic Fabrics",18886
11,"Textiles",1155,"Man-made staple fibres",115513,"Light Synthetic Cotton Fabrics",52728
11,"Textiles",1155,"Man-made staple fibres",115514,"Heavy Synthetic Cotton Fabrics",33546
11,"Textiles",1155,"Man-made staple fibres",115515,"Other Synthetic Fabrics",55634
11,"Textiles",1155,"Man-made staple fibres",115516,"Woven Fabric of Synthetic Staple Fibers",37302
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115601,"Wadding",149329
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115602,"Felt",42352
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115603,"Non-woven Textiles",1078452
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115604,"Rubber Textiles",148860
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115605,"Metallic Yarn",493
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115606,"Gimp Yarn",21
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115607,"Twine and Rope",952559
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",1550481
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115609,"Other Articles of Twine and Rope",568
11,"Textiles",1157,"Carpets & textile floor covers",115701,"Knotted Carpets",18270
11,"Textiles",1157,"Carpets & textile floor covers",115702,"Hand-Woven Rugs",150241
11,"Textiles",1157,"Carpets & textile floor covers",115703,"Tufted Carpets",44569
11,"Textiles",1157,"Carpets & textile floor covers",115704,"Felt Carpets",8313.000000000002
11,"Textiles",1157,"Carpets & textile floor covers",115705,"Other Carpets",8984
11,"Textiles",1158,"Special woven fabrics and tapestries",115801,"Woven Fabrics",371345
11,"Textiles",1158,"Special woven fabrics and tapestries",115802,"Terry Fabric",967.0000000000001
11,"Textiles",1158,"Special woven fabrics and tapestries",115803,"Gauze",42
11,"Textiles",1158,"Special woven fabrics and tapestries",115804,"Tulles and Net Fabric",12289.999999999998
11,"Textiles",1158,"Special woven fabrics and tapestries",115805,"Hand-Woven Tapestries",3067
11,"Textiles",1158,"Special woven fabrics and tapestries",115806,"Narrow Woven Fabric",434858
11,"Textiles",1158,"Special woven fabrics and tapestries",115807,"Labels",31997
11,"Textiles",1158,"Special woven fabrics and tapestries",115808,"Ornamental Trimmings",43612
11,"Textiles",1158,"Special woven fabrics and tapestries",115809,"Metallic Fabric",16
11,"Textiles",1158,"Special woven fabrics and tapestries",115810,"Embroidery",8567
11,"Textiles",1158,"Special woven fabrics and tapestries",115811,"Quilted Textiles",6481
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115901,"Gum Coated Textile Fabric",10071
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115902,"Polyamide Fabric",9655
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115903,"Plastic Coated Textile Fabric",276611
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115905,"Textile Wall Coverings",1049
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115906,"Rubber Textile Fabric",33908
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115907,"Coated Textile Fabric",25712.000000000004
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115908,"Textile Wicks",11282
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115909,"Hose Piping Textiles",2142
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115910,"Conveyor Belt Textiles",54977
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115911,"Textiles for technical uses",28251
11,"Textiles",1160,"Knitted fabrics",116001,"Pile Fabric",44482
11,"Textiles",1160,"Knitted fabrics",116002,"Light Rubberized Knitted Fabric",1063227
11,"Textiles",1161,"Knitted clothing accesories",116101,"Knit Men's Coats",11203885
11,"Textiles",1161,"Knitted clothing accesories",116102,"Knit Women's Coats",1264427
11,"Textiles",1161,"Knitted clothing accesories",116103,"Knit Men's Suits",15922744
11,"Textiles",1161,"Knitted clothing accesories",116104,"Knit Women's Suits",24538701
11,"Textiles",1161,"Knitted clothing accesories",116105,"Knit Men's Shirts",19325459
11,"Textiles",1161,"Knitted clothing accesories",116106,"Knit Women's Shirts",1594714
11,"Textiles",1161,"Knitted clothing accesories",116107,"Knit Men's Undergarments",29799166
11,"Textiles",1161,"Knitted clothing accesories",116108,"Knit Women's Undergarments",9740788
11,"Textiles",1161,"Knitted clothing accesories",116109,"Knit T-shirts",28824866
11,"Textiles",1161,"Knitted clothing accesories",116110,"Knit Sweaters",64340816
11,"Textiles",1161,"Knitted clothing accesories",116111,"Knit Babies' Garments",1476659
11,"Textiles",1161,"Knitted clothing accesories",116112,"Knit Active Wear",3196724
11,"Textiles",1161,"Knitted clothing accesories",116113,"Garments of Impregnated Fabric",65100.00000000001
11,"Textiles",1161,"Knitted clothing accesories",116114,"Other Knit Garments",4131787
11,"Textiles",1161,"Knitted clothing accesories",116115,"Knit Socks and Hosiery",47216
11,"Textiles",1161,"Knitted clothing accesories",116116,"Knit Gloves",17982
11,"Textiles",1161,"Knitted clothing accesories",116117,"Other Knit Clothing Accessories",206167
11,"Textiles",1162,"Non-knitted clothing accesories",116201,"Non-Knit Men's Coats",3343921
11,"Textiles",1162,"Non-knitted clothing accesories",116202,"Non-Knit Women's Coats",1019134
11,"Textiles",1162,"Non-knitted clothing accesories",116203,"Non-Knit Men's Suits",123039610
11,"Textiles",1162,"Non-knitted clothing accesories",116204,"Non-Knit Women's Suits",65068886
11,"Textiles",1162,"Non-knitted clothing accesories",116205,"Non-Knit Men's Shirts",22766370
11,"Textiles",1162,"Non-knitted clothing accesories",116206,"Non-Knit Women's Shirts",4570281
11,"Textiles",1162,"Non-knitted clothing accesories",116207,"Non-Knit Men's Undergarments",3231120
11,"Textiles",1162,"Non-knitted clothing accesories",116208,"Non-Knit Women's Undergarments",416667
