"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Copper articles",1574,"Copper Powder",157406,"Metals",15,71913,2013
"Copper articles",1574,"Copper Bars",157407,"Metals",15,3445147,2013
"Copper articles",1574,"Copper Wire",157408,"Metals",15,42699997,2013
"Copper articles",1574,"Copper Plating",157409,"Metals",15,5231235,2013
"Copper articles",1574,"Copper Foil",157410,"Metals",15,113387,2013
"Copper articles",1574,"Copper Pipes",157411,"Metals",15,2627632,2013
"Copper articles",1574,"Copper Pipe Fittings",157412,"Metals",15,726980,2013
"Copper articles",1574,"Stranded Copper Wire",157413,"Metals",15,537817,2013
"Copper articles",1574,"Copper Fasteners",157415,"Metals",15,383864,2013
"Copper articles",1574,"Copper Housewares",157418,"Metals",15,553209,2013
"Copper articles",1574,"Other Copper Products",157419,"Metals",15,631593,2013
"Nickel articles",1575,"Raw Nickel",157502,"Metals",15,34778,2013
"Nickel articles",1575,"Nickel Powder",157504,"Metals",15,18970,2013
"Nickel articles",1575,"Nickel Bars",157505,"Metals",15,214693,2013
"Nickel articles",1575,"Nickel Sheets",157506,"Metals",15,5459,2013
"Nickel articles",1575,"Nickel Pipes",157507,"Metals",15,110331,2013
"Nickel articles",1575,"Other Nickel Products",157508,"Metals",15,1748970,2013
"Aluminum articles",1576,"Raw Aluminium",157601,"Metals",15,59764606,2013
"Aluminum articles",1576,"Scrap Aluminium",157602,"Metals",15,894098,2013
"Aluminum articles",1576,"Aluminium Powder",157603,"Metals",15,16922,2013
"Aluminum articles",1576,"Aluminium Bars",157604,"Metals",15,17888826,2013
"Aluminum articles",1576,"Aluminium Wire",157605,"Metals",15,6184480,2013
"Aluminum articles",1576,"Aluminium Plating",157606,"Metals",15,9003374,2013
"Aluminum articles",1576,"Aluminium Foil",157607,"Metals",15,12966553,2013
"Aluminum articles",1576,"Aluminium Pipes",157608,"Metals",15,737487,2013
"Aluminum articles",1576,"Aluminium Pipe Fittings",157609,"Metals",15,168702,2013
"Aluminum articles",1576,"Aluminium Structures",157610,"Metals",15,9771758,2013
"Aluminum articles",1576,"Large Aluminium Containers",157611,"Metals",15,79045,2013
"Aluminum articles",1576,"Aluminium Cans",157612,"Metals",15,8159566,2013
"Aluminum articles",1576,"Aluminium Gas Containers",157613,"Metals",15,376025,2013
"Aluminum articles",1576,"Stranded Aluminium Wire",157614,"Metals",15,33460827,2013
"Aluminum articles",1576,"Aluminium Housewares",157615,"Metals",15,6755299,2013
"Aluminum articles",1576,"Other Aluminium Products",157616,"Metals",15,7662178,2013
"Lead articles",1578,"Raw Lead",157801,"Metals",15,2755930,2013
"Lead articles",1578,"Lead Sheets",157804,"Metals",15,378941,2013
"Lead articles",1578,"Other Lead Products",157806,"Metals",15,173030,2013
"Zinc articles",1579,"Raw Zinc",157901,"Metals",15,42261147,2013
"Zinc articles",1579,"Scrap Waste",157902,"Metals",15,16329.999999999998,2013
"Zinc articles",1579,"Zinc Powder",157903,"Metals",15,251101,2013
"Zinc articles",1579,"Zinc Bars",157904,"Metals",15,21362,2013
"Zinc articles",1579,"Zinc Sheets",157905,"Metals",15,24082,2013
"Zinc articles",1579,"Other Zinc Products",157907,"Metals",15,1311958,2013
"Tin articles",1580,"Raw Tin",158001,"Metals",15,496538,2013
"Tin articles",1580,"Tin Bars",158003,"Metals",15,32928,2013
"Tin articles",1580,"Other Tin Products",158007,"Metals",15,86264,2013
"Cermet articles",1581,"Tungsten",158101,"Metals",15,165890,2013
"Cermet articles",1581,"Molybdenum",158102,"Metals",15,30337,2013
"Cermet articles",1581,"Magnesium",158104,"Metals",15,28279,2013
"Cermet articles",1581,"Cobalt",158105,"Metals",15,5879,2013
"Cermet articles",1581,"Cadmium",158107,"Metals",15,175,2013
"Cermet articles",1581,"Titanium",158108,"Metals",15,106348,2013
"Cermet articles",1581,"Zirconium",158109,"Metals",15,28319,2013
"Cermet articles",1581,"Antimony",158110,"Metals",15,150611,2013
"Cermet articles",1581,"Other Metals",158112,"Metals",15,19428,2013
"Cermet articles",1581,"Cermets",158113,"Metals",15,1686,2013
"Tools & cutlery",1582,"Garden Tools",158201,"Metals",15,16809605,2013
"Tools & cutlery",1582,"Hand Saws",158202,"Metals",15,2933783,2013
"Tools & cutlery",1582,"Hand Tools",158203,"Metals",15,2033418,2013
"Tools & cutlery",1582,"Wrenches",158204,"Metals",15,2935319,2013
"Tools & cutlery",1582,"Other Hand Tools",158205,"Metals",15,8690325,2013
"Tools & cutlery",1582,"Tool Sets",158206,"Metals",15,1538724,2013
"Tools & cutlery",1582,"Interchangeable Tool Parts",158207,"Metals",15,16624933,2013
"Tools & cutlery",1582,"Cutting Blades",158208,"Metals",15,2336599,2013
"Tools & cutlery",1582,"Tool Plates",158209,"Metals",15,282846,2013
"Tools & cutlery",1582,"Cooking Hand Tools",158210,"Metals",15,579228,2013
"Tools & cutlery",1582,"Knives",158211,"Metals",15,1850600,2013
"Tools & cutlery",1582,"Razor Blades",158212,"Metals",15,7130448,2013
"Tools & cutlery",1582,"Scissors",158213,"Metals",15,885723,2013
"Tools & cutlery",1582,"Other Cutlery",158214,"Metals",15,1651687,2013
"Tools & cutlery",1582,"Cutlery Sets",158215,"Metals",15,6316967,2013
"Miscellaneous metal products",1583,"Padlocks",158301,"Metals",15,18694612,2013
"Miscellaneous metal products",1583,"Metal Mountings",158302,"Metals",15,20987224,2013
"Miscellaneous metal products",1583,"Safes",158303,"Metals",15,2496140,2013
"Miscellaneous metal products",1583,"Filing Cabinets",158304,"Metals",15,914194,2013
"Miscellaneous metal products",1583,"Metal Office Supplies",158305,"Metals",15,1985547,2013
"Miscellaneous metal products",1583,"Bells and Other Metal Ornaments",158306,"Metals",15,1691637,2013
"Miscellaneous metal products",1583,"Flexible Metal Tubing",158307,"Metals",15,1183611,2013
"Miscellaneous metal products",1583,"Other Metal Fasteners",158308,"Metals",15,2559045,2013
"Miscellaneous metal products",1583,"Metal Stoppers",158309,"Metals",15,13470986,2013
"Miscellaneous metal products",1583,"Metal Signs",158310,"Metals",15,800483,2013
"Miscellaneous metal products",1583,"Coated Metal Soldering Products",158311,"Metals",15,8997396,2013
"Machinery, mechanical appliances, & parts",1684,"Nuclear Reactors",168401,"Machines",16,15459,2013
"Machinery, mechanical appliances, & parts",1684,"Steam Boilers",168402,"Machines",16,21838361,2013
"Machinery, mechanical appliances, & parts",1684,"Central Heating Boilers",168403,"Machines",16,3348881,2013
"Machinery, mechanical appliances, & parts",1684,"Boiler Plants",168404,"Machines",16,44225823,2013
"Machinery, mechanical appliances, & parts",1684,"Water and Gas Generators",168405,"Machines",16,2179304,2013
"Machinery, mechanical appliances, & parts",1684,"Steam Turbines",168406,"Machines",16,100709462,2013
"Machinery, mechanical appliances, & parts",1684,"Spark-Ignition Engines",168407,"Machines",16,66721540,2013
"Machinery, mechanical appliances, & parts",1684,"Combustion Engines",168408,"Machines",16,18403210,2013
"Machinery, mechanical appliances, & parts",1684,"Engine Parts",168409,"Machines",16,27269844,2013
"Machinery, mechanical appliances, & parts",1684,"Hydraulic Turbines",168410,"Machines",16,1202692,2013
"Machinery, mechanical appliances, & parts",1684,"Gas Turbines",168411,"Machines",16,88940413,2013
"Machinery, mechanical appliances, & parts",1684,"Other Engines",168412,"Machines",16,14081056,2013
"Machinery, mechanical appliances, & parts",1684,"Liquid Pumps",168413,"Machines",16,82410589,2013
"Machinery, mechanical appliances, & parts",1684,"Air Pumps",168414,"Machines",16,26638180,2013
"Machinery, mechanical appliances, & parts",1684,"Air Conditioners",168415,"Machines",16,24602694,2013
"Machinery, mechanical appliances, & parts",1684,"Liquid Fuel Furnaces",168416,"Machines",16,1538375,2013
"Machinery, mechanical appliances, & parts",1684,"Industrial Furnaces",168417,"Machines",16,4731211,2013
"Machinery, mechanical appliances, & parts",1684,"Refrigerators",168418,"Machines",16,55769276,2013
"Machinery, mechanical appliances, & parts",1684,"Other Heating Machinery",168419,"Machines",16,46890442,2013
"Machinery, mechanical appliances, & parts",1684,"Rolling Machines",168420,"Machines",16,2185455,2013
"Machinery, mechanical appliances, & parts",1684,"Centrifuges",168421,"Machines",16,43783202,2013
"Machinery, mechanical appliances, & parts",1684,"Washing and Bottling Machines",168422,"Machines",16,47369927,2013
"Machinery, mechanical appliances, & parts",1684,"Scales",168423,"Machines",16,8736781,2013
"Machinery, mechanical appliances, & parts",1684,"Liquid Dispersing Machines",168424,"Machines",16,29115129,2013
"Machinery, mechanical appliances, & parts",1684,"Pulley Systems",168425,"Machines",16,5162122,2013
"Machinery, mechanical appliances, & parts",1684,"Cranes",168426,"Machines",16,31118352,2013
"Machinery, mechanical appliances, & parts",1684,"Fork-Lifts",168427,"Machines",16,19835336,2013
"Machinery, mechanical appliances, & parts",1684,"Lifting Machinery",168428,"Machines",16,38033466,2013
"Machinery, mechanical appliances, & parts",1684,"Large Construction Vehicles",168429,"Machines",16,98652601,2013
"Machinery, mechanical appliances, & parts",1684,"Other Construction Vehicles",168430,"Machines",16,64923173,2013
"Machinery, mechanical appliances, & parts",1684,"Excavation Machinery",168431,"Machines",16,79797394,2013
"Machinery, mechanical appliances, & parts",1684,"Soil Preparation Machinery",168432,"Machines",16,11786503,2013
"Machinery, mechanical appliances, & parts",1684,"Harvesting Machinery",168433,"Machines",16,13501018,2013
"Machinery, mechanical appliances, & parts",1684,"Dairy Machinery",168434,"Machines",16,6135095,2013
"Machinery, mechanical appliances, & parts",1684,"Fruit Pressing Machinery",168435,"Machines",16,881331,2013
"Machinery, mechanical appliances, & parts",1684,"Other Agricultural Machinery",168436,"Machines",16,6983803,2013
"Machinery, mechanical appliances, & parts",1684,"Mill Machinery",168437,"Machines",16,22106398,2013
"Machinery, mechanical appliances, & parts",1684,"Industrial Food Preperation Machinery",168438,"Machines",16,65571495,2013
"Machinery, mechanical appliances, & parts",1684,"Papermaking Machines",168439,"Machines",16,2579993,2013
"Machinery, mechanical appliances, & parts",1684,"Book-binding Machines",168440,"Machines",16,2507685,2013
"Machinery, mechanical appliances, & parts",1684,"Other Paper Machinery",168441,"Machines",16,13282037,2013
"Machinery, mechanical appliances, & parts",1684,"Print Production Machinery",168442,"Machines",16,3605174,2013
"Machinery, mechanical appliances, & parts",1684,"Industrial Printers",168443,"Machines",16,54068742,2013
"Machinery, mechanical appliances, & parts",1684,"Artificial Textile Machinery",168444,"Machines",16,2724059,2013
"Machinery, mechanical appliances, & parts",1684,"Textile Fiber Machinery",168445,"Machines",16,9568586,2013
"Machinery, mechanical appliances, & parts",1684,"Looms",168446,"Machines",16,2045874,2013
"Machinery, mechanical appliances, & parts",1684,"Knitting Machines",168447,"Machines",16,2422318,2013
"Machinery, mechanical appliances, & parts",1684,"Knitting Machine Accessories",168448,"Machines",16,2816813,2013
"Machinery, mechanical appliances, & parts",1684,"Felt Machinery",168449,"Machines",16,277937,2013
"Machinery, mechanical appliances, & parts",1684,"Household Washing Machines",168450,"Machines",16,5247488,2013
"Machinery, mechanical appliances, & parts",1684,"Textile Processing Machines",168451,"Machines",16,6428588,2013
"Machinery, mechanical appliances, & parts",1684,"Sewing Machines",168452,"Machines",16,10606948,2013
"Machinery, mechanical appliances, & parts",1684,"Leather Machinery",168453,"Machines",16,1779449,2013
"Machinery, mechanical appliances, & parts",1684,"Casting Machines",168454,"Machines",16,5135754,2013
"Machinery, mechanical appliances, & parts",1684,"Metal-Rolling Mills",168455,"Machines",16,20540992,2013
"Machinery, mechanical appliances, & parts",1684,"Non-Mechanical Removal Machinery",168456,"Machines",16,2163518,2013
"Machinery, mechanical appliances, & parts",1684,"Metalworking Transfer Machines",168457,"Machines",16,1251117,2013
"Machinery, mechanical appliances, & parts",1684,"Metal Lathes",168458,"Machines",16,2016966,2013
"Machinery, mechanical appliances, & parts",1684,"Drilling Machines",168459,"Machines",16,2659109,2013
"Machinery, mechanical appliances, & parts",1684,"Metal Finishing Machines",168460,"Machines",16,1273305,2013
"Machinery, mechanical appliances, & parts",1684,"Metalworking Machines",168461,"Machines",16,1554297,2013
"Machinery, mechanical appliances, & parts",1684,"Forging Machines",168462,"Machines",16,7114490,2013
"Machinery, mechanical appliances, & parts",1684,"Other Non-Metal Removal Machinery",168463,"Machines",16,3578109,2013
"Machinery, mechanical appliances, & parts",1684,"Stone Working Machines",168464,"Machines",16,5450863,2013
"Machinery, mechanical appliances, & parts",1684,"Woodworking machines",168465,"Machines",16,6118228,2013
"Machinery, mechanical appliances, & parts",1684,"Metalworking Machine Parts",168466,"Machines",16,4953334,2013
"Machinery, mechanical appliances, & parts",1684,"Motor-working Tools",168467,"Machines",16,9123643,2013
"Machinery, mechanical appliances, & parts",1684,"Soldering and Welding Machinery",168468,"Machines",16,1750582,2013
"Machinery, mechanical appliances, & parts",1684,"Typewriters",168469,"Machines",16,110470,2013
"Machinery, mechanical appliances, & parts",1684,"Calculators",168470,"Machines",16,8503796,2013
"Machinery, mechanical appliances, & parts",1684,"Computers",168471,"Machines",16,195117596,2013
"Machinery, mechanical appliances, & parts",1684,"Other Office Machines",168472,"Machines",16,11393276,2013
"Machinery, mechanical appliances, & parts",1684,"Office Machine Parts",168473,"Machines",16,14692594,2013
"Machinery, mechanical appliances, & parts",1684,"Stone Processing Machines",168474,"Machines",16,70654800,2013
"Machinery, mechanical appliances, & parts",1684,"Glass Working Machines",168475,"Machines",16,651296,2013
"Machinery, mechanical appliances, & parts",1684,"Vending Machines",168476,"Machines",16,601153,2013
"Machinery, mechanical appliances, & parts",1684,"Rubberworking Machinery",168477,"Machines",16,50968417,2013
"Machinery, mechanical appliances, & parts",1684,"Tobacco Processing Machines",168478,"Machines",16,20238938,2013
"Machinery, mechanical appliances, & parts",1684,"Machinery Having Individual Functions",168479,"Machines",16,73742888,2013
"Machinery, mechanical appliances, & parts",1684,"Metal Molds",168480,"Machines",16,13297257,2013
"Machinery, mechanical appliances, & parts",1684,"Valves",168481,"Machines",16,67496844,2013
"Machinery, mechanical appliances, & parts",1684,"Ball Bearings",168482,"Machines",16,10719598,2013
"Machinery, mechanical appliances, & parts",1684,"Transmissions",168483,"Machines",16,17259639,2013
"Machinery, mechanical appliances, & parts",1684,"Gaskets",168484,"Machines",16,4221132,2013
"Machinery, mechanical appliances, & parts",1684,"Additive manufacturing machines",168485,"Machines",16,3932654,2013
"Electrical machinery and electronics",1685,"Electric Motors",168501,"Machines",16,53592955,2013
"Electrical machinery and electronics",1685,"Electric Generating Sets",168502,"Machines",16,110420093,2013
"Electrical machinery and electronics",1685,"Electric Motor Parts",168503,"Machines",16,19660635,2013
"Electrical machinery and electronics",1685,"Electrical Transformers",168504,"Machines",16,114814015,2013
"Electrical machinery and electronics",1685,"Electromagnets",168505,"Machines",16,858733,2013
"Electrical machinery and electronics",1685,"Batteries",168506,"Machines",16,36897446,2013
"Electrical machinery and electronics",1685,"Electric Batteries",168507,"Machines",16,37687062,2013
"Electrical machinery and electronics",1685,"Vacuum Cleaners",168508,"Machines",16,2365578,2013
"Electrical machinery and electronics",1685,"Other Domestic Electric Housewares",168509,"Machines",16,5525075,2013
"Electrical machinery and electronics",1685,"Hair Trimmers",168510,"Machines",16,460500,2013
"Electrical machinery and electronics",1685,"Electrical Ignitions",168511,"Machines",16,11194640,2013
"Electrical machinery and electronics",1685,"Electrical Lighting and Signalling Equipment",168512,"Machines",16,16338863,2013
"Electrical machinery and electronics",1685,"Portable Lighting",168513,"Machines",16,26154760,2013
"Electrical machinery and electronics",1685,"Electric Furnaces",168514,"Machines",16,3371235,2013
"Electrical machinery and electronics",1685,"Electric Soldering Equipment",168515,"Machines",16,6513244,2013
"Electrical machinery and electronics",1685,"Electric Heaters",168516,"Machines",16,24467409,2013
"Electrical machinery and electronics",1685,"Telephones",168517,"Machines",16,330950203,2013
"Electrical machinery and electronics",1685,"Microphones and Headphones",168518,"Machines",16,22616451,2013
"Electrical machinery and electronics",1685,"Sound Recording Equipment",168519,"Machines",16,693564,2013
"Electrical machinery and electronics",1685,"Dictation Machines",168520,"Machines",16,67349,2013
"Electrical machinery and electronics",1685,"Video Recording Equipment",168521,"Machines",16,17548078,2013
"Electrical machinery and electronics",1685,"Audio and Video Recording Accessories",168522,"Machines",16,945738.9999999999,2013
"Electrical machinery and electronics",1685,"Blank Audio Media",168523,"Machines",16,15844899,2013
"Electrical machinery and electronics",1685,"Flat panel displays",168524,"Machines",16,3496325,2013
"Electrical machinery and electronics",1685,"Broadcasting Equipment",168525,"Machines",16,145792709,2013
"Electrical machinery and electronics",1685,"Navigation Equipment",168526,"Machines",16,8660310,2013
"Electrical machinery and electronics",1685,"Radio Receivers",168527,"Machines",16,20254782,2013
"Electrical machinery and electronics",1685,"Video Displays",168528,"Machines",16,74594907,2013
"Electrical machinery and electronics",1685,"Broadcasting Accessories",168529,"Machines",16,23524927,2013
"Electrical machinery and electronics",1685,"Traffic Signals",168530,"Machines",16,4885812,2013
"Electrical machinery and electronics",1685,"Audio Alarms",168531,"Machines",16,12472725,2013
"Electrical machinery and electronics",1685,"Electrical Capacitors",168532,"Machines",16,963629,2013
"Electrical machinery and electronics",1685,"Electrical Resistors",168533,"Machines",16,822393,2013
"Electrical machinery and electronics",1685,"Printed Circuit Boards",168534,"Machines",16,2120703,2013
"Electrical machinery and electronics",1685,"High-voltage Protection Equipment",168535,"Machines",16,27974145,2013
"Electrical machinery and electronics",1685,"Low-voltage Protection Equipment",168536,"Machines",16,36108092,2013
"Electrical machinery and electronics",1685,"Electrical Control Boards",168537,"Machines",16,38825473,2013
"Electrical machinery and electronics",1685,"Electrical Power Accessories",168538,"Machines",16,9263683,2013
"Electrical machinery and electronics",1685,"Electric Filament",168539,"Machines",16,17309802,2013
"Electrical machinery and electronics",1685,"Cathode Tubes",168540,"Machines",16,1022685,2013
"Electrical machinery and electronics",1685,"Semiconductor Devices",168541,"Machines",16,18048682,2013
"Electrical machinery and electronics",1685,"Integrated Circuits",168542,"Machines",16,22533653,2013
"Electrical machinery and electronics",1685,"Other Electrical Machinery",168543,"Machines",16,14337067,2013
"Electrical machinery and electronics",1685,"Insulated Wire",168544,"Machines",16,86167409,2013
"Electrical machinery and electronics",1685,"Carbon-based Electronics",168545,"Machines",16,1361206,2013
"Electrical machinery and electronics",1685,"Electrical Insulators",168546,"Machines",16,6971821,2013
"Electrical machinery and electronics",1685,"Metal Insulating Fittings",168547,"Machines",16,3341811,2013
"Electrical machinery and electronics",1685,"Electrical Parts",168548,"Machines",16,323593,2013
"Railway and trams",1786,"Other Locomotives",178602,"Transportation",17,26205,2013
"Railway and trams",1786,"Railway Maintenance Vehicles",178604,"Transportation",17,1913224.0000000002,2013
"Railway and trams",1786,"Railway Freight Cars",178606,"Transportation",17,7507.000000000001,2013
"Railway and trams",1786,"Locomotive Parts",178607,"Transportation",17,9066766,2013
"Railway and trams",1786,"Railway Track Fixtures",178608,"Transportation",17,537014,2013
"Railway and trams",1786,"Railway Cargo Containers",178609,"Transportation",17,9937885,2013
"Cars, tractors, trucks & parts thereof.",1787,"Tractors",178701,"Transportation",17,210880460,2013
"Cars, tractors, trucks & parts thereof.",1787,"Buses",178702,"Transportation",17,27878474,2013
"Cars, tractors, trucks & parts thereof.",1787,"Cars",178703,"Transportation",17,530584804,2013
"Cars, tractors, trucks & parts thereof.",1787,"Delivery Trucks",178704,"Transportation",17,336811888,2013
"Cars, tractors, trucks & parts thereof.",1787,"Special purpose motor vehicles",178705,"Transportation",17,38976616,2013
"Cars, tractors, trucks & parts thereof.",1787,"Motor vehicle (8701 to 8705) chassis fitted with engine",178706,"Transportation",17,36201420,2013
"Cars, tractors, trucks & parts thereof.",1787,"Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705)",178707,"Transportation",17,3470592,2013
"Cars, tractors, trucks & parts thereof.",1787,"Motor vehicles; parts and accessories (8701 to 8705)",178708,"Transportation",17,91757249,2013
"Cars, tractors, trucks & parts thereof.",1787,"Work Trucks",178709,"Transportation",17,1285168,2013
"Cars, tractors, trucks & parts thereof.",1787,"Tanks and Armored vehicles",178710,"Transportation",17,58954961.99999999,2013
"Cars, tractors, trucks & parts thereof.",1787,"Motorcycles and cycles",178711,"Transportation",17,96668038,2013
"Cars, tractors, trucks & parts thereof.",1787,"Bicycles, delivery tricycles, other cycles",178712,"Transportation",17,5933956,2013
"Cars, tractors, trucks & parts thereof.",1787,"Wheelchairs",178713,"Transportation",17,728842,2013
"Cars, tractors, trucks & parts thereof.",1787,"Bi-Wheel Vehicle Parts",178714,"Transportation",17,31085880,2013
"Cars, tractors, trucks & parts thereof.",1787,"Baby Carriages",178715,"Transportation",17,326186,2013
"Cars, tractors, trucks & parts thereof.",1787,"Trailers and semi-trailers, not mechanically propelled vehicles",178716,"Transportation",17,57313231,2013
"Aircraft and spacecraft",1788,"Non-powered Aircraft",178801,"Transportation",17,13595,2013
"Aircraft and spacecraft",1788,"Planes, Helicopters, and/or Spacecraft",178802,"Transportation",17,268697516,2013
"Aircraft and spacecraft",1788,"Aircraft Parts",178803,"Transportation",17,43231624,2013
"Aircraft and spacecraft",1788,"Parachutes",178804,"Transportation",17,4164198,2013
"Aircraft and spacecraft",1788,"Aircraft Launch Gear",178805,"Transportation",17,2028570,2013
"Ships, boats, & floating structures",1789,"Passenger and Cargo Ships",178901,"Transportation",17,8784074,2013
"Ships, boats, & floating structures",1789,"Fishing Ships",178902,"Transportation",17,120649,2013
"Ships, boats, & floating structures",1789,"Recreational Boats",178903,"Transportation",17,971878,2013
"Ships, boats, & floating structures",1789,"Tug Boats",178904,"Transportation",17,1992117,2013
"Ships, boats, & floating structures",1789,"Special Purpose Ships",178905,"Transportation",17,18535588,2013
"Ships, boats, & floating structures",1789,"Other Sea Vessels",178906,"Transportation",17,1376544,2013
"Ships, boats, & floating structures",1789,"Other Floating Structures",178907,"Transportation",17,2999066,2013
"Ships, boats, & floating structures",1789,"Scrap Vessels",178908,"Transportation",17,15009,2013
"Optical, photo, & film equipment; medical instruments",1890,"Optical Fibers and optical fibre bundles",189001,"Instruments",18,3529786,2013
"Optical, photo, & film equipment; medical instruments",1890,"Mirrors and Lenses",189002,"Instruments",18,732130,2013
"Optical, photo, & film equipment; medical instruments",1890,"Eyewear Frames",189003,"Instruments",18,1130862,2013
"Optical, photo, & film equipment; medical instruments",1890,"Eyewear",189004,"Instruments",18,2660811,2013
"Optical, photo, & film equipment; medical instruments",1890,"Binoculars and Telescopes",189005,"Instruments",18,1133664,2013
"Optical, photo, & film equipment; medical instruments",1890,"Cameras",189006,"Instruments",18,1415027,2013
"Optical, photo, & film equipment; medical instruments",1890,"Video Cameras",189007,"Instruments",18,1700301,2013
"Optical, photo, & film equipment; medical instruments",1890,"Image Projectors",189008,"Instruments",18,192904,2013
"Optical, photo, & film equipment; medical instruments",1890,"Photo Lab Equipment",189010,"Instruments",18,687870,2013
"Optical, photo, & film equipment; medical instruments",1890,"Microscopes",189011,"Instruments",18,1714160,2013
"Optical, photo, & film equipment; medical instruments",1890,"Non-optical Microscopes",189012,"Instruments",18,276134,2013
"Optical, photo, & film equipment; medical instruments",1890,"LCDs",189013,"Instruments",18,895014,2013
"Optical, photo, & film equipment; medical instruments",1890,"Compasses",189014,"Instruments",18,3997266.0000000005,2013
"Optical, photo, & film equipment; medical instruments",1890,"Surveying Equipment",189015,"Instruments",18,48404945,2013
"Optical, photo, & film equipment; medical instruments",1890,"Balances",189016,"Instruments",18,787130,2013
"Optical, photo, & film equipment; medical instruments",1890,"Drafting Tools",189017,"Instruments",18,6748572,2013
"Optical, photo, & film equipment; medical instruments",1890,"Medical Instruments",189018,"Instruments",18,63161319,2013
"Optical, photo, & film equipment; medical instruments",1890,"Therapeutic Appliances",189019,"Instruments",18,3406401,2013
"Optical, photo, & film equipment; medical instruments",1890,"Breathing Appliances",189020,"Instruments",18,1099128,2013
"Optical, photo, & film equipment; medical instruments",1890,"Orthopedic Appliances",189021,"Instruments",18,5053434,2013
"Optical, photo, & film equipment; medical instruments",1890,"X-Ray Equipment",189022,"Instruments",18,17533855,2013
"Optical, photo, & film equipment; medical instruments",1890,"Instructional Models",189023,"Instruments",18,5269039,2013
"Optical, photo, & film equipment; medical instruments",1890,"Tensile Testing Machines",189024,"Instruments",18,3150603,2013
"Optical, photo, & film equipment; medical instruments",1890,"Hydrometers",189025,"Instruments",18,1415476,2013
"Optical, photo, & film equipment; medical instruments",1890,"Gas and Liquid Flow Measuring Instruments",189026,"Instruments",18,11446420,2013
"Optical, photo, & film equipment; medical instruments",1890,"Chemical Analysis Instruments",189027,"Instruments",18,24416339,2013
"Optical, photo, & film equipment; medical instruments",1890,"Utility Meters",189028,"Instruments",18,15929300,2013
"Optical, photo, & film equipment; medical instruments",1890,"Revolution Counters",189029,"Instruments",18,2263083,2013
"Optical, photo, & film equipment; medical instruments",1890,"Oscilloscopes",189030,"Instruments",18,13996521,2013
"Optical, photo, & film equipment; medical instruments",1890,"Other Measuring Instruments",189031,"Instruments",18,16910985,2013
"Optical, photo, & film equipment; medical instruments",1890,"Thermostats",189032,"Instruments",18,11211532,2013
"Optical, photo, & film equipment; medical instruments",1890,"Opto-Electric Instrument Parts",189033,"Instruments",18,1359486,2013
"Clocks, watches, & parts",1891,"Precious Metal Watches",189101,"Instruments",18,681213,2013
"Clocks, watches, & parts",1891,"Base Metal Watches",189102,"Instruments",18,4111148,2013
"Clocks, watches, & parts",1891,"Clocks with Watch Movements",189103,"Instruments",18,43362.99999999999,2013
"Clocks, watches, & parts",1891,"Dashboard Clocks",189104,"Instruments",18,46881,2013
"Clocks, watches, & parts",1891,"Other Clocks",189105,"Instruments",18,1438862,2013
"Clocks, watches, & parts",1891,"Time Recording Instruments",189106,"Instruments",18,386091,2013
"Clocks, watches, & parts",1891,"Time Switches",189107,"Instruments",18,139803,2013
"Clocks, watches, & parts",1891,"Watch Movements",189108,"Instruments",18,27051,2013
"Clocks, watches, & parts",1891,"Clock Movements",189109,"Instruments",18,22749.000000000004,2013
"Clocks, watches, & parts",1891,"Incomplete Movement Sets",189110,"Instruments",18,7531,2013
"Clocks, watches, & parts",1891,"Watch Cases and Parts",189111,"Instruments",18,39758.00000000001,2013
"Clocks, watches, & parts",1891,"Clock Cases and Parts",189112,"Instruments",18,816,2013
"Clocks, watches, & parts",1891,"Watch Straps",189113,"Instruments",18,76557,2013
"Clocks, watches, & parts",1891,"Other Clocks and Watches",189114,"Instruments",18,80407,2013
"Musical instruments",1892,"Pianos",189201,"Instruments",18,194277,2013
"Musical instruments",1892,"String Instruments",189202,"Instruments",18,456091,2013
"Musical instruments",1892,"Wind Instruments",189205,"Instruments",18,64792,2013
"Musical instruments",1892,"Percussion",189206,"Instruments",18,181946,2013
"Musical instruments",1892,"Electric Musical Instruments",189207,"Instruments",18,338692,2013
"Musical instruments",1892,"Other Musical Instruments",189208,"Instruments",18,90604,2013
"Musical instruments",1892,"Musical Instrument Parts",189209,"Instruments",18,96978,2013
"Weapons",1993,"Military Weapons",199301,"Weapons",19,1591235,2013
"Weapons",1993,"Handguns",199302,"Weapons",19,846799,2013
"Weapons",1993,"Other Firearms",199303,"Weapons",19,1472048,2013
"Weapons",1993,"Spring, Air, and Gas Guns",199304,"Weapons",19,222271,2013
"Weapons",1993,"Weapons Parts and Accessories",199305,"Weapons",19,943731,2013
"Weapons",1993,"Explosive Ammunition",199306,"Weapons",19,1568592,2013
"Weapons",1993,"Bladed Weapons and Accessories",199307,"Weapons",19,12031,2013
"Furniture, bedding, lamps, & prefab buildings",2094,"Seats",209401,"Miscellaneous",20,38301611,2013
"Furniture, bedding, lamps, & prefab buildings",2094,"Medical Furniture",209402,"Miscellaneous",20,5949277,2013
"Furniture, bedding, lamps, & prefab buildings",2094,"Other Furniture",209403,"Miscellaneous",20,78505657,2013
