Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],GDP of Kenya
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,56396704672,61671440408,68285796514,70120446897,74815144164,82036510877,92202979985,1.00378E+11,1.00658E+11,1.09704E+11,1.1342E+11,6.986870857
